Genotype,D,H,I,T4,T5,T6
GA9_12_C_YA,-0.269630040137884,-171.549615062413,-21.1005948517935,-1.83015303104873,-3.63247663156455,-2.35185739378556
GA9_15_C_GS,-1.00113476749192,-554.537173844304,-76.8961533767795,-1.28826644954788,-1.14916571046081,-2.56408627126956
GA9_29_B_GS,-1.71818342507624,-189.23786662767,-16.2833755749777,-0.558128207399789,-2.89035793989965,-3.52668135952021
GA9_6_A_GS,0.0891590034596392,273.956981835469,26.6940835261045,-2.81346817659385,-0.528164133798146,-2.78038204885182
GL1_11_A_YA,0.0889804565388586,-392.845844523287,-25.9273209229695,-0.135838001856968,-0.0443608246304421,-0.200047289375543
GL1_20_D_YA,0.779334625211275,585.390299721415,87.441600769421,-3.53291117508811,-3.69246174066386,-2.20168549228644
GL1_22_B_GS,0.240224243660173,-216.248924641939,-23.5574555872779,-0.624297299978721,0.800616409441151,-0.0983580826429506
GL1_26_A_GS,-0.443154275316506,123.761674428281,29.7553262318375,-2.13935409096699,-2.41608658227416,-2.76865501272824
GL1_29_C_GS,-1.04371142575215,215.949009019926,27.3237009623769,-0.223559450632658,-1.68477778490351,-1.90556686813081
GL2_1_C_YA,-0.0191896592052642,967.924569498608,103.819031671639,-0.893479774409901,0.000962284091910563,-0.794458976724755
GL2_12_A_YA,-0.587072485113402,-242.845844523309,-51.0225967411483,2.20774143923754,0.712114915197205,1.04746382566796
GL2_15_B_GS,-0.487832770426874,73.7510753580487,7.09832177788284,1.56304351170949,2.61615818502747,0.993214143020124
GL2_2_A_GS,1.94903305668379,353.761674428263,34.6323817217495,-1.04568368512288,-1.20572539854996,1.90951166868493
GL2_27_D_YA,-2.96495859009356,-134.609700278529,-53.7395638334944,5.21645207166477,3.26711506575033,0.917092295322362
GL2_3_C_GS,3.11661436903098,385.949009019913,31.5040342394443,-1.31722985647676,1.94630576626911,3.24041648142368
GL3_1_B_YA,1.45916492832715,0.687309134045823,15.4531166224695,-2.38969776439812,-1.88029557694783,-0.404660009182896
GL3_10_B_GS,-0.279816480687705,-56.2489246419409,-17.2869556716768,-2.03044496463543,-3.28435258562806,-2.28150253396911
GL3_12_C_YA,0.500851065142617,-352.075430501289,-44.4859531635331,2.38753144312242,2.72427494747138,3.25995214716667
GL3_18_A_YA,0.296996746278014,687.154155476619,71.0537772388955,-1.38574703710738,-0.64954141649256,-1.13568062565818
GL3_22_C_GS,-2.2918091641871,-1114.05099097997,-100.873186201023,-6.00438873866581,-7.58528855555902,-9.54657244777234
GL3_26_D_GS,-1.30602582001782,387.678124182433,28.6077264063173,-4.61725221888934,-5.61343603571892,-6.79295237480571
GL4_10_A_GS,-1.69125201375145,553.761674428248,52.7471592557082,0.0479867207212314,-1.20572539854996,-2.45677723396737
GL4_27_B_YA,-0.295305855664281,-419.312690865921,-61.7755708954095,0.407673136896084,-0.97252468915468,-0.404660009182896
GL4_3_D_GS,0.878145222243321,157.67812418245,-11.8021619386672,-1.02376374254441,0.135779586971076,0.0683587579336079
GL4_30_A_YA,0.349000818712804,-192.845844523302,-1.96538014174068,0.0204006275493324,-0.346951120561495,0.267769378765769
GL4_5_C_YA,-1.83933219442289,-432.075430501283,-45.7811932057617,1.29386103727831,-0.150332863873614,-1.4182145342465
GL4_6_C_GS,-2.39581730905667,115.949009019934,3.63514572566171,2.90121313749337,0.282059138648332,-0.81399464246774
GL5_5_C_GS,-0.315654411665113,315.949009019918,41.2581452192682,1.96378136105557,3.76184754185542,1.36914980885841
GL5_6_A_GS,-0.755178709925244,153.761674428279,19.304493039169,0.829179867752738,0.912406672967407,-0.273632782641213
GL6_10_C_GS,1.66050034085688,-564.050990980013,-56.2829645789709,0.870110955211457,-0.777006897110351,3.24041648142369
GL6_15_D_GS,0.878145222243321,327.678124182437,17.4601710008044,0.0699066632997021,0.135779586971073,1.15993098359668
GL6_18_D_YA,0.155285755993804,-464.609700278503,-57.3014739496228,-1.8142862516188,-0.969149077284397,-1.42199104538424
GL6_2_A_GS,-0.443154275316505,463.761674428255,42.2963260630397,-3.2330244968111,-2.41608658227416,-3.86022723839132
GL6_23_B_YA,-2.16745246331668,0.687309134045823,-7.05167911125212,3.53244572502211,1.59949282625926,-0.0927822304220119
GL6_27_A_YA,0.244992673843226,-192.845844523302,-34.832096213291,-1.07326977829478,-0.800836564458072,-0.979741736277741
GL7_10_C_YA,-1.89133626685768,-172.075430501303,-15.019242202833,1.29386103727831,-0.755513455735717,-1.4182145342465
GL7_12_A_YA,-1.31512949920045,-62.8458445233128,-11.8415854637336,3.14517321567536,1.77118095095588,0.891524936287533
GL7_14_B_YA,0.380747085987976,60.6873091340411,34.5579072453411,-0.68599726894804,0.0865413466040021,-0.404660009182898
GL7_15_D_GS,-0.369952516191617,-262.321875817517,-41.064494878139,1.94477021617531,2.25391165848844,1.15993098359668
GL7_2_A_GS,-0.33914613044693,-656.238325571655,-76.1464501205362,5.36010012053548,5.75385140786426,4.87235056691328
GL8_15_D_GS,0.670128932504166,-532.321875817496,17.400812251644,1.16357706914381,1.19484562272976,1.93962543049888
GL8_19_C_YA,2.89303839714292,37.9245694986806,-6.92399193890433,-4.95568413897374,-1.8145794914944,-0.48258119796386
GL8_22_C_GS,1.86851663059604,335.949009019917,30.1105898137551,-1.31722985647676,2.4001912101657,1.36914980885842
GL8_29_A_GS,1.22097604259675,-136.238325571698,-28.7693396471059,-1.04568368512288,-0.903135102618902,0.817939443021865
GL8_30_D_YA,2.44346494312453,155.390299721449,26.5653187846779,-2.5954793986503,-0.212673337456775,1.22897007408324
GL8_4_B_YA,1.83686111416207,-139.312690865943,-15.3088343804593,-2.87333808063624,-0.216048949327045,-0.404660009182896
GT1_11_A_YA,-0.0788625214441854,-408.489527656796,-73.7440754733667,2.00778827570955,0.718699764614346,1.7131834378611
GT1_22_A_GS,1.50621106624877,-35.6693665894962,-12.2344191853667,2.45733907332052,3.67732375391071,4.73673896200193
GT1_23_D_YA,-1.09390631849277,-77.5019523373523,-19.4780349916413,2.08148621501029,1.10301204011456,0.311019096560065
GT1_6_B_GS,0.0763432233294661,98.7749208972571,12.3030369405869,0.491625145971876,0.607139619801715,0.532724583553413
