Genotype,Envir,Latitude,Longitude,D,Lat,Lon,D_spats_residuals,D_spats_geno_pred_values,D_spats_adj_pheno
RD5_30_C_YA,YA_2015_C,57.89,-4.98,27,57.89,-4.98,4.86541963305619,20.5975429454849,25.4629625785411
RD7_12_C_YA,YA_2015_C,57.89,-4.98,14,57.89,-4.98,-1.63458036694379,14.0975429454849,12.4629625785411
RD9_18_C_YA,YA_2015_C,57.89,-4.98,14,57.89,-4.98,-1.63458036694379,14.0975429454849,12.4629625785411
BE2_1_C_YA,YA_2016_C,57.63,-5.35,17,57.63,-5.35,-1.93074657942082,16.0844820296525,14.1537354502317
BE3_20_C_YA,YA_2016_C,57.63,-5.35,24,57.63,-5.35,1.56925342057916,19.5844820296525,21.1537354502317
BE4_23_C_YA,YA_2016_C,57.63,-5.35,24,57.63,-5.35,1.56925342057916,19.5844820296525,21.1537354502317
BE5_19_C_YA,YA_2016_C,57.63,-5.35,9,57.63,-5.35,-5.93074657942081,12.0844820296525,6.15373545023168
BE7_6_C_YA,YA_2016_C,57.63,-5.35,17,57.63,-5.35,-1.93074657942082,16.0844820296525,14.1537354502317
BE8_19_C_YA,YA_2016_C,57.63,-5.35,24,57.63,-5.35,1.56925342057916,19.5844820296525,21.1537354502317
BE9_21_C_YA,YA_2016_C,57.63,-5.35,31,57.63,-5.35,5.06925342057914,23.0844820296525,28.1537354502317
GA10_27_C_YA,YA_2016_C,57.27,-4.92,24,57.27,-4.92,2.51013355260333,20.5253621616767,23.03549571428
GA3_27_C_YA,YA_2016_C,57.27,-4.92,17,57.27,-4.92,-0.989866447396651,17.0253621616767,16.03549571428
GA5_23_C_YA,YA_2016_C,57.27,-4.92,17,57.27,-4.92,-0.989866447396651,17.0253621616767,16.03549571428
GA6_27_C_YA,YA_2016_C,57.27,-4.92,9,57.27,-4.92,-4.98986644739663,13.0253621616767,8.03549571428004
GA7_23_C_YA,YA_2016_C,57.27,-4.92,24,57.27,-4.92,2.51013355260333,20.5253621616767,23.03549571428
GA9_12_C_YA,YA_2016_C,57.27,-4.92,17,57.27,-4.92,-0.989866447396651,17.0253621616767,16.03549571428
GL2_1_C_YA,YA_2016_C,56.91,-5.13,17,56.91,-5.13,-0.561619894965258,17.4536087141081,16.8919888191428
GL3_12_C_YA,YA_2016_C,56.91,-5.13,19,56.91,-5.13,0.438380105034735,18.4536087141081,18.8919888191428
GL4_5_C_YA,YA_2016_C,56.91,-5.13,17,56.91,-5.13,-0.561619894965258,17.4536087141081,16.8919888191428
GL7_10_C_YA,YA_2016_C,56.91,-5.13,17,56.91,-5.13,-0.561619894965258,17.4536087141081,16.8919888191428
GL8_19_C_YA,YA_2016_C,56.91,-5.13,24,56.91,-5.13,2.93838010503473,20.9536087141081,23.8919888191428
GT2_18_C_YA,YA_2016_C,57.05,-2.86,17,57.05,-2.86,0.175059358389483,18.1902879674628,18.3653473258523
GT6_30_C_YA,YA_2016_C,57.05,-2.86,9,57.05,-2.86,-3.82494064161052,14.1902879674628,10.3653473258523
GT7_12_C_YA,YA_2016_C,57.05,-2.86,17,57.05,-2.86,0.175059358389483,18.1902879674628,18.3653473258523
GT8_19_C_YA,YA_2016_C,57.05,-2.86,24,57.05,-2.86,3.67505935838947,21.6902879674628,25.3653473258523
RD1_23_C_YA,YA_2016_C,57.89,-4.98,19,57.89,-4.98,-0.906285536401427,17.1089430726719,16.2026575362705
RD2_22_C_YA,YA_2016_C,57.89,-4.98,19,57.89,-4.98,-0.906285536401427,17.1089430726719,16.2026575362705
RD3_4_C_YA,YA_2016_C,57.89,-4.98,24,57.89,-4.98,1.59371446359857,19.608943072672,21.2026575362705
RD5_30_C_YA,YA_2016_C,57.89,-4.98,24,57.89,-4.98,1.59371446359857,19.608943072672,21.2026575362705
RD7_12_C_YA,YA_2016_C,57.89,-4.98,17,57.89,-4.98,-1.90628553640142,16.1089430726719,14.2026575362705
RD9_18_C_YA,YA_2016_C,57.89,-4.98,24,57.89,-4.98,1.59371446359857,19.608943072672,21.2026575362705
BE2_1_C_YA,YA_2017_C,57.63,-5.35,14,57.63,-5.35,-2.85782200988425,23.094690277662,20.2368682677777
BE3_20_C_YA,YA_2017_C,57.63,-5.35,20,57.63,-5.35,0.142177990115755,26.094690277662,26.2368682677777
BE4_23_C_YA,YA_2017_C,57.63,-5.35,20,57.63,-5.35,0.142177990115755,26.094690277662,26.2368682677777
BE5_19_C_YA,YA_2017_C,57.63,-5.35,16,57.63,-5.35,-1.85782200988425,24.094690277662,22.2368682677777
BE7_6_C_YA,YA_2017_C,57.63,-5.35,21,57.63,-5.35,0.642177990115755,26.594690277662,27.2368682677777
BE8_19_C_YA,YA_2017_C,57.63,-5.35,21,57.63,-5.35,0.642177990115755,26.594690277662,27.2368682677777
BE9_21_C_YA,YA_2017_C,57.63,-5.35,26,57.63,-5.35,3.14217799011576,29.094690277662,32.2368682677777
GA10_27_C_YA,YA_2017_C,57.27,-4.92,26,57.27,-4.92,2.18038111831752,28.1328934058637,30.3132745241813
GA3_27_C_YA,YA_2017_C,57.27,-4.92,21,57.27,-4.92,-0.319618881682491,25.6328934058637,25.3132745241813
GA5_23_C_YA,YA_2017_C,57.27,-4.92,21,57.27,-4.92,-0.319618881682491,25.6328934058637,25.3132745241813
GA6_27_C_YA,YA_2017_C,57.27,-4.92,14,57.27,-4.92,-3.8196188816825,22.1328934058637,18.3132745241813
GA7_23_C_YA,YA_2017_C,57.27,-4.92,26,57.27,-4.92,2.18038111831752,28.1328934058637,30.3132745241813
GA9_12_C_YA,YA_2017_C,57.27,-4.92,20,57.27,-4.92,-0.819618881682491,25.1328934058637,24.3132745241813
GL2_1_C_YA,YA_2017_C,56.91,-5.13,15,56.91,-5.13,-2.79434674112281,23.1581655464234,20.3638188053006
GL3_12_C_YA,YA_2017_C,56.91,-5.13,21,56.91,-5.13,0.205653258877202,26.1581655464234,26.3638188053006
GL4_5_C_YA,YA_2017_C,56.91,-5.13,21,56.91,-5.13,0.205653258877202,26.1581655464234,26.3638188053006
GL7_10_C_YA,YA_2017_C,56.91,-5.13,21,56.91,-5.13,0.205653258877202,26.1581655464234,26.3638188053006
GL8_19_C_YA,YA_2017_C,56.91,-5.13,26,56.91,-5.13,2.70565325887721,28.6581655464234,31.3638188053006
GT2_18_C_YA,YA_2017_C,57.05,-2.86,20,57.05,-2.86,-0.984369842457049,24.9681424450892,23.9837726026321
GT6_30_C_YA,YA_2017_C,57.05,-2.86,21,57.05,-2.86,-0.484369842457042,25.4681424450892,24.9837726026321
GT7_12_C_YA,YA_2017_C,57.05,-2.86,21,57.05,-2.86,-0.484369842457042,25.4681424450892,24.9837726026321
GT8_19_C_YA,YA_2017_C,57.05,-2.86,26,57.05,-2.86,2.01563015754297,27.9681424450892,29.9837726026321
RD1_23_C_YA,YA_2017_C,57.89,-4.98,21,57.89,-4.98,-1.11138659421429,24.8411256933319,23.7297390991176
RD2_22_C_YA,YA_2017_C,57.89,-4.98,26,57.89,-4.98,1.38861340578572,27.3411256933319,28.7297390991176
RD3_4_C_YA,YA_2017_C,57.89,-4.98,26,57.89,-4.98,1.38861340578572,27.3411256933319,28.7297390991176
RD5_30_C_YA,YA_2017_C,57.89,-4.98,20,57.89,-4.98,-1.6113865942143,24.3411256933319,22.7297390991176
RD7_12_C_YA,YA_2017_C,57.89,-4.98,21,57.89,-4.98,-1.11138659421429,24.8411256933319,23.7297390991176
RD9_18_C_YA,YA_2017_C,57.89,-4.98,26,57.89,-4.98,1.38861340578572,27.3411256933319,28.7297390991176
BE2_1_C_YA,YA_2018_C,57.63,-5.35,14,57.63,-5.35,-1.57222799576257,11.1122568770264,9.54002888126387
BE3_20_C_YA,YA_2018_C,57.63,-5.35,20,57.63,-5.35,1.42777200423743,14.1122568770264,15.5400288812639
BE4_23_C_YA,YA_2018_C,57.63,-5.35,20,57.63,-5.35,1.42777200423743,14.1122568770264,15.5400288812639
BE5_19_C_YA,YA_2018_C,57.63,-5.35,20,57.63,-5.35,1.42777200423743,14.1122568770264,15.5400288812639
BE7_6_C_YA,YA_2018_C,57.63,-5.35,13,57.63,-5.35,-2.07222799576257,10.6122568770264,8.54002888126387
BE8_19_C_YA,YA_2018_C,57.63,-5.35,20,57.63,-5.35,1.42777200423743,14.1122568770264,15.5400288812639
BE9_21_C_YA,YA_2018_C,57.63,-5.35,13,57.63,-5.35,-2.07222799576257,10.6122568770264,8.54002888126387
GA10_27_C_YA,YA_2018_C,57.27,-4.92,13,57.27,-4.92,-1.18003862052172,11.5044462522673,10.3244076317456
GA3_27_C_YA,YA_2018_C,57.27,-4.92,17,57.27,-4.92,0.819961379478261,13.5044462522673,14.3244076317456
GA5_23_C_YA,YA_2018_C,57.27,-4.92,20,57.27,-4.92,2.31996137947826,15.0044462522673,17.3244076317456
GA6_27_C_YA,YA_2018_C,57.27,-4.92,14,57.27,-4.92,-0.680038620521721,12.0044462522673,11.3244076317456
GA7_23_C_YA,YA_2018_C,57.27,-4.92,13,57.27,-4.92,-1.18003862052172,11.5044462522673,10.3244076317456
GA9_12_C_YA,YA_2018_C,57.27,-4.92,13,57.27,-4.92,-1.18003862052172,11.5044462522673,10.3244076317456
GL2_1_C_YA,YA_2018_C,56.91,-5.13,13,56.91,-5.13,-1.27563653798632,11.4088483348027,10.1332117968164
GL3_12_C_YA,YA_2018_C,56.91,-5.13,20,56.91,-5.13,2.22436346201366,14.9088483348027,17.1332117968163
GL4_5_C_YA,YA_2018_C,56.91,-5.13,13,56.91,-5.13,-1.27563653798632,11.4088483348027,10.1332117968164
GL7_10_C_YA,YA_2018_C,56.91,-5.13,13,56.91,-5.13,-1.27563653798632,11.4088483348027,10.1332117968164
GL8_19_C_YA,YA_2018_C,56.91,-5.13,20,56.91,-5.13,2.22436346201366,14.9088483348027,17.1332117968163
GT2_18_C_YA,YA_2018_C,57.05,-2.86,13,57.05,-2.86,-0.856601887869243,11.8278829849198,10.9712810970505
GT6_30_C_YA,YA_2018_C,57.05,-2.86,20,57.05,-2.86,2.64339811213074,15.3278829849198,17.9712810970505
GT7_12_C_YA,YA_2018_C,57.05,-2.86,13,57.05,-2.86,-0.856601887869243,11.8278829849198,10.9712810970505
GT8_19_C_YA,YA_2018_C,57.05,-2.86,13,57.05,-2.86,-0.856601887869243,11.8278829849198,10.9712810970505
RD1_23_C_YA,YA_2018_C,57.89,-4.98,13,57.89,-4.98,-1.10159701085476,11.5828878619343,10.4812908510795
RD2_22_C_YA,YA_2018_C,57.89,-4.98,20,57.89,-4.98,2.39840298914527,15.0828878619343,17.4812908510795
RD3_4_C_YA,YA_2018_C,57.89,-4.98,20,57.89,-4.98,2.39840298914527,15.0828878619343,17.4812908510795
RD5_30_C_YA,YA_2018_C,57.89,-4.98,13,57.89,-4.98,-1.10159701085476,11.5828878619343,10.4812908510795
RD7_12_C_YA,YA_2018_C,57.89,-4.98,13,57.89,-4.98,-1.10159701085476,11.5828878619343,10.4812908510795
RD9_18_C_YA,YA_2018_C,57.89,-4.98,13,57.89,-4.98,-1.10159701085476,11.5828878619343,10.4812908510795
BE2_1_C_YA,YA_2019_C,57.63,-5.35,17.5,57.63,-5.35,0.64500988093366,18.3239418894826,18.9689517704163
BE3_20_C_YA,YA_2019_C,57.63,-5.35,13,57.63,-5.35,-1.60499011906634,16.0739418894826,14.4689517704163
BE4_23_C_YA,YA_2019_C,57.63,-5.35,20,57.63,-5.35,1.89500988093366,19.5739418894826,21.4689517704163
BE5_19_C_YA,YA_2019_C,57.63,-5.35,13,57.63,-5.35,-1.60499011906634,16.0739418894826,14.4689517704163
BE7_6_C_YA,YA_2019_C,57.63,-5.35,16.5,57.63,-5.35,0.14500988093366,17.8239418894826,17.9689517704163
BE8_19_C_YA,YA_2019_C,57.63,-5.35,13,57.63,-5.35,-1.60499011906634,16.0739418894826,14.4689517704163
BE9_21_C_YA,YA_2019_C,57.63,-5.35,20.5,57.63,-5.35,2.14500988093366,19.8239418894826,21.9689517704163
GA10_27_C_YA,YA_2019_C,57.27,-4.92,28,57.27,-4.92,4.60981885937463,22.2887508679236,26.8985697272982
GA3_27_C_YA,YA_2019_C,57.27,-4.92,15.5,57.27,-4.92,-1.64018114062538,16.0387508679236,14.3985697272982
GA5_23_C_YA,YA_2019_C,57.27,-4.92,24,57.27,-4.92,2.60981885937463,20.2887508679236,22.8985697272982
GA6_27_C_YA,YA_2019_C,57.27,-4.92,18,57.27,-4.92,-0.390181140625376,17.2887508679236,16.8985697272982
GA7_23_C_YA,YA_2019_C,57.27,-4.92,13,57.27,-4.92,-2.89018114062537,14.7887508679236,11.8985697272982
GA9_12_C_YA,YA_2019_C,57.27,-4.92,20,57.27,-4.92,0.609818859374624,18.2887508679236,18.8985697272982
GL2_1_C_YA,YA_2019_C,56.91,-5.13,20,56.91,-5.13,-0.784893433567795,16.8940385749812,16.1091451414134
GL3_12_C_YA,YA_2019_C,56.91,-5.13,24,56.91,-5.13,1.21510656643221,18.8940385749811,20.1091451414134
GL4_5_C_YA,YA_2019_C,56.91,-5.13,20.5,56.91,-5.13,-0.534893433567795,17.1440385749812,16.6091451414134
GL7_10_C_YA,YA_2019_C,56.91,-5.13,13,56.91,-5.13,-4.2848934335678,13.3940385749812,9.10914514141335
GL8_19_C_YA,YA_2019_C,56.91,-5.13,27,56.91,-5.13,2.71510656643221,20.3940385749811,23.1091451414134
GT2_18_C_YA,YA_2019_C,57.05,-2.86,20,57.05,-2.86,1.63795645366329,19.3168884622122,20.9548449158755
GT6_30_C_YA,YA_2019_C,57.05,-2.86,13.5,57.05,-2.86,-1.6120435463367,16.0668884622122,14.4548449158756
GT7_12_C_YA,YA_2019_C,57.05,-2.86,13,57.05,-2.86,-1.8620435463367,15.8168884622122,13.9548449158755
GT8_19_C_YA,YA_2019_C,57.05,-2.86,20,57.05,-2.86,1.63795645366329,19.3168884622122,20.9548449158755
RD1_23_C_YA,YA_2019_C,57.89,-4.98,13,57.89,-4.98,-0.841890161599972,16.837041846949,15.995151685349
RD2_22_C_YA,YA_2019_C,57.89,-4.98,13,57.89,-4.98,-0.841890161599972,16.837041846949,15.995151685349
RD3_4_C_YA,YA_2019_C,57.89,-4.98,17.5,57.89,-4.98,1.40810983840002,19.087041846949,20.495151685349
RD5_30_C_YA,YA_2019_C,57.89,-4.98,13,57.89,-4.98,-0.841890161599972,16.837041846949,15.995151685349
RD7_12_C_YA,YA_2019_C,57.89,-4.98,16.5,57.89,-4.98,0.90810983840003,18.587041846949,19.495151685349
RD9_18_C_YA,YA_2019_C,57.89,-4.98,13,57.89,-4.98,-0.841890161599972,16.837041846949,15.995151685349
BE2_11_B_YA,YA_2015_B,57.63,-5.35,21,57.63,-5.35,2.09739050678762,13.4370450292355,15.5344355360231
BE4_20_B_YA,YA_2015_B,57.63,-5.35,21,57.63,-5.35,2.09739050678762,13.4370450292355,15.5344355360231
BE5_27_B_YA,YA_2015_B,57.63,-5.35,7,57.63,-5.35,-4.90260949321238,6.43704502923545,1.53443553602307
BE7_12_B_YA,YA_2015_B,57.63,-5.35,21,57.63,-5.35,2.09739050678762,13.4370450292355,15.5344355360231
BE8_4_B_YA,YA_2015_B,57.63,-5.35,14,57.63,-5.35,-1.4026094932124,9.93704502923545,8.53443553602306
GA10_20_B_YA,YA_2015_B,57.27,-4.92,14,57.27,-4.92,1.0962701407208,12.4359246631686,13.5321948038894
GA3_18_B_YA,YA_2015_B,57.27,-4.92,13,57.27,-4.92,0.596270140720797,11.9359246631686,12.5321948038894
GA5_30_B_YA,YA_2015_B,57.27,-4.92,13,57.27,-4.92,0.596270140720797,11.9359246631686,12.5321948038894
GA6_25_B_YA,YA_2015_B,57.27,-4.92,7,57.27,-4.92,-2.4037298592792,8.93592466316862,6.53219480388943
GA7_10_B_YA,YA_2015_B,57.27,-4.92,7,57.27,-4.92,-2.4037298592792,8.93592466316862,6.53219480388943
GL3_1_B_YA,YA_2015_B,56.91,-5.13,27,56.91,-5.13,3.48996366186248,14.8296181843103,18.3195818461728
GL4_27_B_YA,YA_2015_B,56.91,-5.13,14,56.91,-5.13,-3.01003633813752,8.32961818431033,5.31958184617282
GL6_23_B_YA,YA_2015_B,56.91,-5.13,14,56.91,-5.13,-3.01003633813752,8.32961818431033,5.31958184617282
GL7_14_B_YA,YA_2015_B,56.91,-5.13,21,56.91,-5.13,0.489963661862486,11.8296181843103,12.3195818461728
GL8_4_B_YA,YA_2015_B,56.91,-5.13,27,56.91,-5.13,3.48996366186248,14.8296181843103,18.3195818461728
GT2_27_B_YA,YA_2015_B,57.05,-2.86,7,57.05,-2.86,-4.44280438022962,6.89685014221821,2.45404576198859
GT5_18_B_YA,YA_2015_B,57.05,-2.86,21,57.05,-2.86,2.55719561977035,13.8968501422182,16.4540457619886
GT9_18_B_YA,YA_2015_B,57.05,-2.86,20,57.05,-2.86,2.05719561977035,13.3968501422182,15.4540457619886
RD10_11_B_YA,YA_2015_B,57.89,-4.98,21,57.89,-4.98,1.1820583187694,12.5217128412172,13.7037711599866
RD2_11_B_YA,YA_2015_B,57.89,-4.98,27,57.89,-4.98,4.1820583187694,15.5217128412172,19.7037711599866
RD7_7_B_YA,YA_2015_B,57.89,-4.98,27,57.89,-4.98,4.1820583187694,15.5217128412172,19.7037711599866
RD8_11_B_YA,YA_2015_B,57.89,-4.98,7,57.89,-4.98,-5.8179416812306,5.52171284121723,-0.296228840013369
RD9_4_B_YA,YA_2015_B,57.89,-4.98,13,57.89,-4.98,-2.8179416812306,8.52171284121723,5.70377115998663
BE2_11_B_YA,YA_2016_B,57.63,-5.35,17,57.63,-5.35,-1.80430061001195,13.7453642122207,11.9410636022088
BE4_20_B_YA,YA_2016_B,57.63,-5.35,24,57.63,-5.35,1.69569938998799,17.2453642122208,18.9410636022088
BE5_27_B_YA,YA_2016_B,57.63,-5.35,14,57.63,-5.35,-3.30430061001193,12.2453642122207,8.94106360220876
BE7_12_B_YA,YA_2016_B,57.63,-5.35,24,57.63,-5.35,1.69569938998799,17.2453642122208,18.9410636022088
BE8_4_B_YA,YA_2016_B,57.63,-5.35,24,57.63,-5.35,1.69569938998799,17.2453642122208,18.9410636022088
GA10_20_B_YA,YA_2016_B,57.27,-4.92,31,57.27,-4.92,7.16982130279616,22.7194861250291,29.8893074278253
GA3_18_B_YA,YA_2016_B,57.27,-4.92,9,57.27,-4.92,-3.83017869720365,11.7194861250289,7.88930742782529
GA5_30_B_YA,YA_2016_B,57.27,-4.92,9,57.27,-4.92,-3.83017869720365,11.7194861250289,7.88930742782529
GA6_25_B_YA,YA_2016_B,57.27,-4.92,9,57.27,-4.92,-3.83017869720365,11.7194861250289,7.88930742782529
GA7_10_B_YA,YA_2016_B,57.27,-4.92,17,57.27,-4.92,0.169821302796279,15.719486125029,15.8893074278253
GL3_1_B_YA,YA_2016_B,56.91,-5.13,24,56.91,-5.13,1.97787847118068,17.5275432934135,19.5054217645941
GL4_27_B_YA,YA_2016_B,56.91,-5.13,24,56.91,-5.13,1.97787847118068,17.5275432934135,19.5054217645941
GL6_23_B_YA,YA_2016_B,56.91,-5.13,9,56.91,-5.13,-5.52212152881921,10.0275432934133,4.50542176459412
GL7_14_B_YA,YA_2016_B,56.91,-5.13,24,56.91,-5.13,1.97787847118068,17.5275432934135,19.5054217645941
GL8_4_B_YA,YA_2016_B,56.91,-5.13,24,56.91,-5.13,1.97787847118068,17.5275432934135,19.5054217645941
GT2_27_B_YA,YA_2016_B,57.05,-2.86,19,57.05,-2.86,-0.239071331128198,15.3105934911045,15.0715221599763
GT5_18_B_YA,YA_2016_B,57.05,-2.86,31,57.05,-2.86,5.76092866887171,21.3105934911046,27.0715221599763
GT9_18_B_YA,YA_2016_B,57.05,-2.86,9,57.05,-2.86,-5.23907133112811,10.3105934911044,5.07152215997632
RD10_11_B_YA,YA_2016_B,57.89,-4.98,17,57.89,-4.98,-1.99995636528956,13.5497084569431,11.5497520916536
RD2_11_B_YA,YA_2016_B,57.89,-4.98,24,57.89,-4.98,1.50004363471039,17.0497084569432,18.5497520916536
RD7_7_B_YA,YA_2016_B,57.89,-4.98,24,57.89,-4.98,1.50004363471039,17.0497084569432,18.5497520916536
RD8_11_B_YA,YA_2016_B,57.89,-4.98,24,57.89,-4.98,1.50004363471039,17.0497084569432,18.5497520916536
RD9_4_B_YA,YA_2016_B,57.89,-4.98,19,57.89,-4.98,-0.999956365289577,14.5497084569431,13.5497520916536
BE2_11_B_YA,YA_2017_B,57.63,-5.35,14,57.63,-5.35,-3.2524647878984,9.18800029316882,5.93553550527042
BE4_20_B_YA,YA_2017_B,57.63,-5.35,26,57.63,-5.35,2.74753521210162,15.1880002931688,17.9355355052704
BE7_12_B_YA,YA_2017_B,57.63,-5.35,21,57.63,-5.35,0.247535212101614,12.6880002931688,12.9355355052704
BE8_4_B_YA,YA_2017_B,57.63,-5.35,21,57.63,-5.35,0.247535212101614,12.6880002931688,12.9355355052704
GA10_20_B_YA,YA_2017_B,57.27,-4.92,21,57.27,-4.92,2.01936294622425,14.4598280272914,16.4791909735157
GA3_18_B_YA,YA_2017_B,57.27,-4.92,21,57.27,-4.92,2.01936294622425,14.4598280272914,16.4791909735157
GA5_30_B_YA,YA_2017_B,57.27,-4.92,21,57.27,-4.92,2.01936294622425,14.4598280272914,16.4791909735157
GA6_25_B_YA,YA_2017_B,57.27,-4.92,14,57.27,-4.92,-1.48063705377578,10.9598280272914,9.47919097351566
GA7_10_B_YA,YA_2017_B,57.27,-4.92,4,57.27,-4.92,-6.4806370537758,5.95982802729146,-0.520809026484343
GL4_27_B_YA,YA_2017_B,56.91,-5.13,26,56.91,-5.13,0.273884185936083,12.7143492670033,12.9882334529394
GL6_23_B_YA,YA_2017_B,56.91,-5.13,26,56.91,-5.13,0.273884185936083,12.7143492670033,12.9882334529394
GL7_14_B_YA,YA_2017_B,56.91,-5.13,26,56.91,-5.13,0.273884185936083,12.7143492670033,12.9882334529394
GL8_4_B_YA,YA_2017_B,56.91,-5.13,26,56.91,-5.13,0.273884185936083,12.7143492670033,12.9882334529394
GT2_27_B_YA,YA_2017_B,57.05,-2.86,21,57.05,-2.86,0.209885808429338,12.6503508894965,12.8602366979259
GT5_18_B_YA,YA_2017_B,57.05,-2.86,20,57.05,-2.86,-0.290114191570666,12.1503508894965,11.8602366979259
GT9_18_B_YA,YA_2017_B,57.05,-2.86,21,57.05,-2.86,0.209885808429338,12.6503508894965,12.8602366979259
RD10_11_B_YA,YA_2017_B,57.89,-4.98,14,57.89,-4.98,-1.86242994971593,10.5780351313513,8.71560518163534
RD2_11_B_YA,YA_2017_B,57.89,-4.98,20,57.89,-4.98,1.13757005028408,13.5780351313513,14.7156051816353
RD7_7_B_YA,YA_2017_B,57.89,-4.98,26,57.89,-4.98,4.1375700502841,16.5780351313512,20.7156051816353
RD8_11_B_YA,YA_2017_B,57.89,-4.98,14,57.89,-4.98,-1.86242994971593,10.5780351313513,8.71560518163534
RD9_4_B_YA,YA_2017_B,57.89,-4.98,16,57.89,-4.98,-0.862429949715931,11.5780351313513,10.7156051816353
BE2_11_B_YA,YA_2018_B,57.63,-5.35,14,57.63,-5.35,-0.397873312882993,20.5016104270361,20.1037371141531
BE4_20_B_YA,YA_2018_B,57.63,-5.35,13,57.63,-5.35,-0.897873312882982,20.0016104270361,19.1037371141531
BE5_27_B_YA,YA_2018_B,57.63,-5.35,7,57.63,-5.35,-3.89787331288293,17.001610427036,13.1037371141531
BE7_12_B_YA,YA_2018_B,57.63,-5.35,20,57.63,-5.35,2.60212668711695,23.5016104270362,26.1037371141531
BE8_4_B_YA,YA_2018_B,57.63,-5.35,20,57.63,-5.35,2.60212668711695,23.5016104270362,26.1037371141531
GA10_20_B_YA,YA_2018_B,57.27,-4.92,13,57.27,-4.92,-2.08946978777463,18.8100139521444,16.7205441643698
GA3_18_B_YA,YA_2018_B,57.27,-4.92,17,57.27,-4.92,-0.089469787774668,20.8100139521444,20.7205441643698
GA5_30_B_YA,YA_2018_B,57.27,-4.92,20,57.27,-4.92,1.4105302122253,22.3100139521445,23.7205441643698
GA6_25_B_YA,YA_2018_B,57.27,-4.92,20,57.27,-4.92,1.4105302122253,22.3100139521445,23.7205441643698
GA7_10_B_YA,YA_2018_B,57.27,-4.92,20,57.27,-4.92,1.4105302122253,22.3100139521445,23.7205441643698
GL3_1_B_YA,YA_2018_B,56.91,-5.13,13,56.91,-5.13,-0.236314845046769,20.6631688948723,20.4268540498256
GL4_27_B_YA,YA_2018_B,56.91,-5.13,13,56.91,-5.13,-0.236314845046769,20.6631688948723,20.4268540498256
GL6_23_B_YA,YA_2018_B,56.91,-5.13,13,56.91,-5.13,-0.236314845046769,20.6631688948723,20.4268540498256
GL7_14_B_YA,YA_2018_B,56.91,-5.13,13,56.91,-5.13,-0.236314845046769,20.6631688948723,20.4268540498256
GL8_4_B_YA,YA_2018_B,56.91,-5.13,13,56.91,-5.13,-0.236314845046769,20.6631688948723,20.4268540498256
GT2_27_B_YA,YA_2018_B,57.05,-2.86,13,57.05,-2.86,-1.21328000413275,19.6862037357863,18.4729237316536
GT5_18_B_YA,YA_2018_B,57.05,-2.86,13,57.05,-2.86,-1.21328000413275,19.6862037357863,18.4729237316536
GT9_18_B_YA,YA_2018_B,57.05,-2.86,20,57.05,-2.86,2.2867199958672,23.1862037357864,25.4729237316536
RD10_11_B_YA,YA_2018_B,57.89,-4.98,20,57.89,-4.98,1.25162594818365,22.1511096881028,23.4027356362865
RD2_11_B_YA,YA_2018_B,57.89,-4.98,20,57.89,-4.98,1.25162594818365,22.1511096881028,23.4027356362865
RD7_7_B_YA,YA_2018_B,57.89,-4.98,20,57.89,-4.98,1.25162594818365,22.1511096881028,23.4027356362865
RD8_11_B_YA,YA_2018_B,57.89,-4.98,13,57.89,-4.98,-2.24837405181628,18.6511096881027,16.4027356362865
RD9_4_B_YA,YA_2018_B,57.89,-4.98,13,57.89,-4.98,-2.24837405181628,18.6511096881027,16.4027356362865
BE2_11_B_YA,YA_2019_B,57.63,-5.35,25,57.63,-5.35,1.94771814517901,13.5788560241717,15.5265741693508
BE4_20_B_YA,YA_2019_B,57.63,-5.35,20,57.63,-5.35,-0.552281854820958,11.0788560241717,10.5265741693508
BE5_27_B_YA,YA_2019_B,57.63,-5.35,25,57.63,-5.35,1.94771814517901,13.5788560241717,15.5265741693508
BE7_12_B_YA,YA_2019_B,57.63,-5.35,15.5,57.63,-5.35,-2.80228185482093,8.82885602417169,6.02657416935076
BE8_4_B_YA,YA_2019_B,57.63,-5.35,20,57.63,-5.35,-0.552281854820958,11.0788560241717,10.5265741693508
GA10_20_B_YA,YA_2019_B,57.27,-4.92,13,57.27,-4.92,-1.94048338641624,9.69065449257641,7.75017110616016
GA3_18_B_YA,YA_2019_B,57.27,-4.92,15,57.27,-4.92,-0.940483386416256,10.6906544925764,9.75017110616016
GA5_30_B_YA,YA_2019_B,57.27,-4.92,24,57.27,-4.92,3.55951661358369,15.1906544925765,18.7501711061602
GA6_25_B_YA,YA_2019_B,57.27,-4.92,13,57.27,-4.92,-1.94048338641624,9.69065449257641,7.75017110616016
GA7_10_B_YA,YA_2019_B,57.27,-4.92,15,57.27,-4.92,-0.940483386416256,10.6906544925764,9.75017110616016
GL3_1_B_YA,YA_2019_B,56.91,-5.13,23.5,56.91,-5.13,1.0535568884038,12.6846947673965,13.7382516558003
GL4_27_B_YA,YA_2019_B,56.91,-5.13,20.5,56.91,-5.13,-0.446443111596182,11.1846947673965,10.7382516558003
GL6_23_B_YA,YA_2019_B,56.91,-5.13,17.5,56.91,-5.13,-1.94644311159617,9.68469476739651,7.73825165580035
GL7_14_B_YA,YA_2019_B,56.91,-5.13,20,56.91,-5.13,-0.696443111596182,10.9346947673965,10.2382516558003
