Genotype,Envir,Latitude,Longitude,D,Lat,Lon,D_spats_residuals,D_spats_geno_pred_values,D_spats_adj_pheno
GL8_4_B_YA,YA_2019_B,56.91,-5.13,28,56.91,-5.13,3.30355688840378,14.9346947673966,18.2382516558003
GT2_27_B_YA,YA_2019_B,57.05,-2.86,18.5,57.05,-2.86,-0.283318985721465,11.3478188932712,11.0644999075498
GT5_18_B_YA,YA_2019_B,57.05,-2.86,20,57.05,-2.86,0.466681014278525,12.0978188932713,12.5644999075498
GT9_18_B_YA,YA_2019_B,57.05,-2.86,19,57.05,-2.86,-0.0333189857214684,11.5978188932712,11.5644999075498
RD10_11_B_YA,YA_2019_B,57.89,-4.98,24.5,57.89,-4.98,3.45919974426471,15.0903376232575,18.5495373675222
RD2_11_B_YA,YA_2019_B,57.89,-4.98,13,57.89,-4.98,-2.29080025573521,9.34033762325744,7.04953736752223
RD7_7_B_YA,YA_2019_B,57.89,-4.98,23.5,57.89,-4.98,2.95919974426472,14.5903376232575,17.5495373675222
RD8_11_B_YA,YA_2019_B,57.89,-4.98,13,57.89,-4.98,-2.29080025573521,9.34033762325744,7.04953736752223
RD9_4_B_YA,YA_2019_B,57.89,-4.98,15.5,57.89,-4.98,-1.04080025573523,10.5903376232575,9.54953736752222
BE5_1_A_YA,YA_2015_A,57.63,-5.35,21,57.63,-5.35,1.75658774134985,13.9697607849362,15.7263485262861
BE9_30_A_YA,YA_2015_A,57.63,-5.35,14,57.63,-5.35,-1.74341225865008,10.4697607849362,8.7263485262861
GA1_23_A_YA,YA_2015_A,57.27,-4.92,14,57.27,-4.92,-0.576106450295191,11.6370665932911,11.0609601429959
GA3_15_A_YA,YA_2015_A,57.27,-4.92,14,57.27,-4.92,-0.576106450295191,11.6370665932911,11.0609601429959
GA5_19_A_YA,YA_2015_A,57.27,-4.92,21,57.27,-4.92,2.92389354970477,15.1370665932912,18.0609601429959
GA7_20_A_YA,YA_2015_A,57.27,-4.92,13,57.27,-4.92,-1.07610645029518,11.1370665932911,10.0609601429959
GA8_20_A_YA,YA_2015_A,57.27,-4.92,20,57.27,-4.92,2.42389354970477,14.6370665932911,17.0609601429959
GA9_11_A_YA,YA_2015_A,57.27,-4.92,14,57.27,-4.92,-0.576106450295191,11.6370665932911,11.0609601429959
GL1_11_A_YA,YA_2015_A,56.91,-5.13,7,56.91,-5.13,-2.49400722658762,9.71916581699864,7.22515859041102
GL2_12_A_YA,YA_2015_A,56.91,-5.13,13,56.91,-5.13,0.505992773412343,12.7191658169987,13.225158590411
GL3_18_A_YA,YA_2015_A,56.91,-5.13,14,56.91,-5.13,1.00599277341234,13.2191658169987,14.225158590411
GL4_30_A_YA,YA_2015_A,56.91,-5.13,14,56.91,-5.13,1.00599277341234,13.2191658169987,14.225158590411
GL6_27_A_YA,YA_2015_A,56.91,-5.13,14,56.91,-5.13,1.00599277341234,13.2191658169987,14.225158590411
GL7_12_A_YA,YA_2015_A,56.91,-5.13,7,56.91,-5.13,-2.49400722658762,9.71916581699864,7.22515859041102
GT1_11_A_YA,YA_2015_A,57.05,-2.86,7,57.05,-2.86,-2.77887840041097,9.43429464317531,6.65541624276434
GT5_20_A_YA,YA_2015_A,57.05,-2.86,14,57.05,-2.86,0.72112159958899,12.9342946431753,13.6554162427643
GT6_27_A_YA,YA_2015_A,57.05,-2.86,13,57.05,-2.86,0.221121599588997,12.4342946431753,12.6554162427643
GT7_11_A_YA,YA_2015_A,57.05,-2.86,13,57.05,-2.86,0.221121599588997,12.4342946431753,12.6554162427643
GT8_1_A_YA,YA_2015_A,57.05,-2.86,14,57.05,-2.86,0.72112159958899,12.9342946431753,13.6554162427643
GT9_4_A_YA,YA_2015_A,57.05,-2.86,14,57.05,-2.86,0.72112159958899,12.9342946431753,13.6554162427643
RD1_2_A_YA,YA_2015_A,57.89,-4.98,21,57.89,-4.98,2.8161553962121,15.0293284397985,17.8454838360106
RD10_30_A_YA,YA_2015_A,57.89,-4.98,13,57.89,-4.98,-1.18384460378785,11.0293284397984,9.84548383601058
RD2_20_A_YA,YA_2015_A,57.89,-4.98,13,57.89,-4.98,-1.18384460378785,11.0293284397984,9.84548383601058
RD3_23_A_YA,YA_2015_A,57.89,-4.98,7,57.89,-4.98,-4.18384460378782,8.0293284397984,3.84548383601058
RD5_18_A_YA,YA_2015_A,57.89,-4.98,21,57.89,-4.98,2.8161553962121,15.0293284397985,17.8454838360106
BE5_1_A_YA,YA_2016_A,57.63,-5.35,17,57.63,-5.35,-0.491639938984982,20.2854773450085,19.7938374060235
BE9_30_A_YA,YA_2016_A,57.63,-5.35,19,57.63,-5.35,0.508360061014994,21.2854773450085,21.7938374060235
GA1_23_A_YA,YA_2016_A,57.27,-4.92,9,57.27,-4.92,-4.71206510682219,16.0650521771711,11.3529870703489
GA3_15_A_YA,YA_2016_A,57.27,-4.92,24,57.27,-4.92,2.78793489317762,23.5650521771713,26.3529870703489
GA5_19_A_YA,YA_2016_A,57.27,-4.92,24,57.27,-4.92,2.78793489317762,23.5650521771713,26.3529870703489
GA7_20_A_YA,YA_2016_A,57.27,-4.92,19,57.27,-4.92,0.287934893177678,21.0650521771712,21.3529870703489
GA8_20_A_YA,YA_2016_A,57.27,-4.92,24,57.27,-4.92,2.78793489317762,23.5650521771713,26.3529870703489
GA9_11_A_YA,YA_2016_A,57.27,-4.92,17,57.27,-4.92,-0.712065106822298,20.0650521771712,19.3529870703489
GL1_11_A_YA,YA_2016_A,56.91,-5.13,17,56.91,-5.13,-0.226319883753511,20.55079740024,20.3244775164865
GL2_12_A_YA,YA_2016_A,56.91,-5.13,17,56.91,-5.13,-0.226319883753511,20.55079740024,20.3244775164865
GL3_18_A_YA,YA_2016_A,56.91,-5.13,17,56.91,-5.13,-0.226319883753511,20.55079740024,20.3244775164865
GL4_30_A_YA,YA_2016_A,56.91,-5.13,17,56.91,-5.13,-0.226319883753511,20.55079740024,20.3244775164865
GL6_27_A_YA,YA_2016_A,56.91,-5.13,24,56.91,-5.13,3.2736801162464,24.0507974002401,27.3244775164865
GL7_12_A_YA,YA_2016_A,56.91,-5.13,9,56.91,-5.13,-4.22631988375341,16.5507974002399,12.3244775164865
GT1_11_A_YA,YA_2016_A,57.05,-2.86,14,57.05,-2.86,-0.869980975767659,19.9071363082258,19.0371553324581
GT5_20_A_YA,YA_2016_A,57.05,-2.86,24,57.05,-2.86,4.13001902423222,24.9071363082259,29.0371553324581
GT6_27_A_YA,YA_2016_A,57.05,-2.86,9,57.05,-2.86,-3.3699809757676,17.4071363082257,14.0371553324581
GT7_11_A_YA,YA_2016_A,57.05,-2.86,12,57.05,-2.86,-1.86998097576763,18.9071363082258,17.0371553324581
GT8_1_A_YA,YA_2016_A,57.05,-2.86,14,57.05,-2.86,-0.869980975767659,19.9071363082258,19.0371553324581
GT9_4_A_YA,YA_2016_A,57.05,-2.86,21,57.05,-2.86,2.63001902423225,23.4071363082259,26.0371553324581
RD1_2_A_YA,YA_2016_A,57.89,-4.98,24,57.89,-4.98,1.76669513520842,22.543812419202,24.3105075544104
RD10_30_A_YA,YA_2016_A,57.89,-4.98,19,57.89,-4.98,-0.733304864791517,20.0438124192019,19.3105075544104
RD2_20_A_YA,YA_2016_A,57.89,-4.98,14,57.89,-4.98,-3.23330486479146,17.5438124192019,14.3105075544104
RD3_23_A_YA,YA_2016_A,57.89,-4.98,19,57.89,-4.98,-0.733304864791517,20.0438124192019,19.3105075544104
RD5_18_A_YA,YA_2016_A,57.89,-4.98,24,57.89,-4.98,1.76669513520842,22.543812419202,24.3105075544104
BE5_1_A_YA,YA_2017_A,57.63,-5.35,26,57.63,-5.35,1.25808355066529,19.1233834020762,20.3814669527415
BE9_30_A_YA,YA_2017_A,57.63,-5.35,21,57.63,-5.35,-1.24191644933471,16.6233834020762,15.3814669527415
GA1_23_A_YA,YA_2017_A,57.27,-4.92,26,57.27,-4.92,1.52014261095532,19.3854424623662,20.9055850733215
GA3_15_A_YA,YA_2017_A,57.27,-4.92,14,57.27,-4.92,-4.4798573890447,13.3854424623662,8.9055850733215
GA5_19_A_YA,YA_2017_A,57.27,-4.92,26,57.27,-4.92,1.52014261095532,19.3854424623662,20.9055850733215
GA7_20_A_YA,YA_2017_A,57.27,-4.92,26,57.27,-4.92,1.52014261095532,19.3854424623662,20.9055850733215
GA8_20_A_YA,YA_2017_A,57.27,-4.92,26,57.27,-4.92,1.52014261095532,19.3854424623662,20.9055850733215
GA9_11_A_YA,YA_2017_A,57.27,-4.92,26,57.27,-4.92,1.52014261095532,19.3854424623662,20.9055850733215
GL1_11_A_YA,YA_2017_A,56.91,-5.13,26,56.91,-5.13,3.03392194569308,20.8992217971039,23.933143742797
GL2_12_A_YA,YA_2017_A,56.91,-5.13,14,56.91,-5.13,-2.96607805430693,14.8992217971039,11.933143742797
GL3_18_A_YA,YA_2017_A,56.91,-5.13,20,56.91,-5.13,0.0339219456930735,17.8992217971039,17.933143742797
GL4_30_A_YA,YA_2017_A,56.91,-5.13,21,56.91,-5.13,0.533921945693077,18.3992217971039,18.933143742797
GL6_27_A_YA,YA_2017_A,56.91,-5.13,14,56.91,-5.13,-2.96607805430693,14.8992217971039,11.933143742797
GL7_12_A_YA,YA_2017_A,56.91,-5.13,21,56.91,-5.13,0.533921945693077,18.3992217971039,18.933143742797
GT1_11_A_YA,YA_2017_A,57.05,-2.86,14,57.05,-2.86,-1.03543551582745,16.8298643355835,15.794428819756
GT5_20_A_YA,YA_2017_A,57.05,-2.86,26,57.05,-2.86,4.96456448417255,22.8298643355835,27.794428819756
GT6_27_A_YA,YA_2017_A,57.05,-2.86,14,57.05,-2.86,-1.03543551582745,16.8298643355835,15.794428819756
GT7_11_A_YA,YA_2017_A,57.05,-2.86,14,57.05,-2.86,-1.03543551582745,16.8298643355835,15.794428819756
GT8_1_A_YA,YA_2017_A,57.05,-2.86,14,57.05,-2.86,-1.03543551582745,16.8298643355835,15.794428819756
GT9_4_A_YA,YA_2017_A,57.05,-2.86,14,57.05,-2.86,-1.03543551582745,16.8298643355835,15.794428819756
RD1_2_A_YA,YA_2017_A,57.89,-4.98,26,57.89,-4.98,3.47441173074855,21.3397115821594,24.814123312908
RD10_30_A_YA,YA_2017_A,57.89,-4.98,14,57.89,-4.98,-2.52558826925146,15.3397115821595,12.814123312908
RD2_20_A_YA,YA_2017_A,57.89,-4.98,6,57.89,-4.98,-6.52558826925149,11.3397115821595,4.81412331290797
RD3_23_A_YA,YA_2017_A,57.89,-4.98,21,57.89,-4.98,0.974411730748546,18.8397115821594,19.814123312908
RD5_18_A_YA,YA_2017_A,57.89,-4.98,26,57.89,-4.98,3.47441173074855,21.3397115821594,24.814123312908
BE5_1_A_YA,YA_2018_A,57.63,-5.35,28,57.63,-5.35,3.50458102997527,8.23704018238504,11.7416212123603
BE9_30_A_YA,YA_2018_A,57.63,-5.35,14,57.63,-5.35,-3.49541897002469,1.237040182385,-2.25837878763969
GA1_23_A_YA,YA_2018_A,57.27,-4.92,14,57.27,-4.92,-0.955229918009286,3.77722923440044,2.82199931639115
GA3_15_A_YA,YA_2018_A,57.27,-4.92,20,57.27,-4.92,2.04477008199072,6.77722923440046,8.82199931639118
GA5_19_A_YA,YA_2018_A,57.27,-4.92,20,57.27,-4.92,2.04477008199072,6.77722923440046,8.82199931639118
GA7_20_A_YA,YA_2018_A,57.27,-4.92,20,57.27,-4.92,2.04477008199072,6.77722923440046,8.82199931639118
GA8_20_A_YA,YA_2018_A,57.27,-4.92,14,57.27,-4.92,-0.955229918009286,3.77722923440044,2.82199931639115
GA9_11_A_YA,YA_2018_A,57.27,-4.92,11,57.27,-4.92,-2.45522991800928,2.27722923440043,-0.178000683608845
GL1_11_A_YA,YA_2018_A,56.91,-5.13,17,56.91,-5.13,1.91365386961498,6.64611302202475,8.55976689163973
GL2_12_A_YA,YA_2018_A,56.91,-5.13,14,56.91,-5.13,0.413653869615002,5.14611302202474,5.55976689163974
GL3_18_A_YA,YA_2018_A,56.91,-5.13,11,56.91,-5.13,-1.08634613038499,3.64611302202473,2.55976689163974
GL4_30_A_YA,YA_2018_A,56.91,-5.13,14,56.91,-5.13,0.413653869615002,5.14611302202474,5.55976689163974
GL6_27_A_YA,YA_2018_A,56.91,-5.13,7,56.91,-5.13,-3.08634613038498,1.64611302202472,-1.44023310836026
GL7_12_A_YA,YA_2018_A,56.91,-5.13,14,56.91,-5.13,0.413653869615002,5.14611302202474,5.55976689163974
GT1_11_A_YA,YA_2018_A,57.05,-2.86,14,57.05,-2.86,1.47991833453723,6.21237748694699,7.69229582148422
GT5_20_A_YA,YA_2018_A,57.05,-2.86,14,57.05,-2.86,1.47991833453723,6.21237748694699,7.69229582148422
GT6_27_A_YA,YA_2018_A,57.05,-2.86,7,57.05,-2.86,-2.02008166546275,2.71237748694697,0.692295821484222
GT7_11_A_YA,YA_2018_A,57.05,-2.86,10,57.05,-2.86,-0.520081665462756,4.21237748694698,3.69229582148422
GT8_1_A_YA,YA_2018_A,57.05,-2.86,10,57.05,-2.86,-0.520081665462756,4.21237748694698,3.69229582148422
GT9_4_A_YA,YA_2018_A,57.05,-2.86,11,57.05,-2.86,-0.0200816654627598,4.71237748694698,4.69229582148422
RD1_2_A_YA,YA_2018_A,57.89,-4.98,13,57.89,-4.98,0.572156844636757,5.30461599704649,5.87677284168325
RD10_30_A_YA,YA_2018_A,57.89,-4.98,14,57.89,-4.98,1.07215684463675,5.8046159970465,6.87677284168325
RD2_20_A_YA,YA_2018_A,57.89,-4.98,11,57.89,-4.98,-0.427843155363236,4.30461599704649,3.87677284168325
RD3_23_A_YA,YA_2018_A,57.89,-4.98,7,57.89,-4.98,-2.42784315536323,2.30461599704648,-0.12322715831675
RD5_18_A_YA,YA_2018_A,57.89,-4.98,13,57.89,-4.98,0.572156844636757,5.30461599704649,5.87677284168325
BE5_1_A_YA,YA_2019_A,57.63,-5.35,20,57.63,-5.35,-1.25766320033644,16.9956710386413,15.7380078383049
BE9_30_A_YA,YA_2019_A,57.63,-5.35,25,57.63,-5.35,1.24233679966351,19.4956710386414,20.7380078383049
GA1_23_A_YA,YA_2019_A,57.27,-4.92,15.5,57.27,-4.92,-1.74309482874968,16.5102394102281,14.7671445814784
GA3_15_A_YA,YA_2019_A,57.27,-4.92,20,57.27,-4.92,0.506905171250267,18.7602394102282,19.2671445814784
GA5_19_A_YA,YA_2019_A,57.27,-4.92,20.5,57.27,-4.92,0.75690517125026,19.0102394102282,19.7671445814784
GA7_20_A_YA,YA_2019_A,57.27,-4.92,13,57.27,-4.92,-2.99309482874963,15.2602394102281,12.2671445814784
GA8_20_A_YA,YA_2019_A,57.27,-4.92,22.5,57.27,-4.92,1.75690517125024,20.0102394102282,21.7671445814784
GA9_11_A_YA,YA_2019_A,57.27,-4.92,16.5,57.27,-4.92,-1.24309482874969,17.0102394102281,15.7671445814784
GL1_11_A_YA,YA_2019_A,56.91,-5.13,13,56.91,-5.13,-1.79949154878252,16.4538426901952,14.6543511414127
GL2_12_A_YA,YA_2019_A,56.91,-5.13,15.5,56.91,-5.13,-0.549491548782559,17.7038426901953,17.1543511414127
GL3_18_A_YA,YA_2019_A,56.91,-5.13,20,56.91,-5.13,1.70050845121739,19.9538426901953,21.6543511414127
GL4_30_A_YA,YA_2019_A,56.91,-5.13,16.5,56.91,-5.13,-0.0494915487825729,18.2038426901953,18.1543511414127
GL6_27_A_YA,YA_2019_A,56.91,-5.13,22.5,56.91,-5.13,2.95050845121736,21.2038426901953,24.1543511414127
GL7_12_A_YA,YA_2019_A,56.91,-5.13,15.5,56.91,-5.13,-0.549491548782559,17.7038426901953,17.1543511414127
GT1_11_A_YA,YA_2019_A,57.05,-2.86,24.5,57.05,-2.86,2.82525951070726,21.0785937496853,23.9038532603925
GT5_20_A_YA,YA_2019_A,57.05,-2.86,20,57.05,-2.86,0.575259510707305,18.8285937496852,19.4038532603925
GT6_27_A_YA,YA_2019_A,57.05,-2.86,15.5,57.05,-2.86,-1.67474048929264,16.5785937496852,14.9038532603925
GT7_11_A_YA,YA_2019_A,57.05,-2.86,15.5,57.05,-2.86,-1.67474048929264,16.5785937496852,14.9038532603925
GT8_1_A_YA,YA_2019_A,57.05,-2.86,18,57.05,-2.86,-0.42474048929267,17.8285937496852,17.4038532603925
GT9_4_A_YA,YA_2019_A,57.05,-2.86,20,57.05,-2.86,0.575259510707305,18.8285937496852,19.4038532603925
RD1_2_A_YA,YA_2019_A,57.89,-4.98,20,57.89,-4.98,-1.43614247967588,16.8171917593019,15.381049279626
RD10_30_A_YA,YA_2019_A,57.89,-4.98,15,57.89,-4.98,-3.93614247967582,14.3171917593018,10.381049279626
RD2_20_A_YA,YA_2019_A,57.89,-4.98,31,57.89,-4.98,4.063857520324,22.317191759302,26.381049279626
RD3_23_A_YA,YA_2019_A,57.89,-4.98,22.5,57.89,-4.98,-0.186142479675908,18.0671917593019,17.881049279626
RD5_18_A_YA,YA_2019_A,57.89,-4.98,28,57.89,-4.98,2.56385752032403,20.817191759302,23.381049279626
BE2_30_D_YA,YA_2015_D,57.63,-5.35,14,57.63,-5.35,-1.6030036992644,21.9386959998516,20.3356923005872
BE3_27_D_YA,YA_2015_D,57.63,-5.35,21,57.63,-5.35,1.89699630073558,25.4386959998517,27.3356923005872
BE4_27_D_YA,YA_2015_D,57.63,-5.35,17,57.63,-5.35,-0.103003699264423,23.4386959998517,23.3356923005872
BE7_20_D_YA,YA_2015_D,57.63,-5.35,17,57.63,-5.35,-0.103003699264423,23.4386959998517,23.3356923005872
BE9_12_D_YA,YA_2015_D,57.63,-5.35,17,57.63,-5.35,-0.103003699264423,23.4386959998517,23.3356923005872
GA1_12_D_YA,YA_2015_D,57.27,-4.92,17,57.27,-4.92,-1.5997829771654,21.9419167219506,20.3421337447852
GA10_1_D_YA,YA_2015_D,57.27,-4.92,14,57.27,-4.92,-3.09978297716539,20.4419167219506,17.3421337447852
GA8_23_D_YA,YA_2015_D,57.27,-4.92,17,57.27,-4.92,-1.5997829771654,21.9419167219506,20.3421337447852
GA9_1_D_YA,YA_2015_D,57.27,-4.92,27,57.27,-4.92,3.40021702283459,26.9419167219507,30.3421337447852
GL1_20_D_YA,YA_2015_D,56.91,-5.13,27,56.91,-5.13,3.16720918909633,26.7089088882124,29.8761180773088
GL2_27_D_YA,YA_2015_D,56.91,-5.13,7,56.91,-5.13,-6.83279081090364,16.7089088882124,9.87611807730877
GL6_18_D_YA,YA_2015_D,56.91,-5.13,21,56.91,-5.13,0.167209189096337,23.7089088882124,23.8761180773088
GL8_30_D_YA,YA_2015_D,56.91,-5.13,31,56.91,-5.13,5.16720918909633,28.7089088882124,33.8761180773088
GT1_23_D_YA,YA_2015_D,57.05,-2.86,17,57.05,-2.86,-0.633748696199476,22.9079510029166,22.2742023067171
GT2_23_D_YA,YA_2015_D,57.05,-2.86,17,57.05,-2.86,-0.633748696199476,22.9079510029166,22.2742023067171
GT5_1_D_YA,YA_2015_D,57.05,-2.86,21,57.05,-2.86,1.36625130380052,24.9079510029166,26.2742023067171
GT6_4_D_YA,YA_2015_D,57.05,-2.86,17,57.05,-2.86,-0.633748696199476,22.9079510029166,22.2742023067171
GT8_11_D_YA,YA_2015_D,57.05,-2.86,21,57.05,-2.86,1.36625130380052,24.9079510029166,26.2742023067171
GT9_30_D_YA,YA_2015_D,57.05,-2.86,17,57.05,-2.86,-0.633748696199476,22.9079510029166,22.2742023067171
RD1_12_D_YA,YA_2015_D,57.89,-4.98,31,57.89,-4.98,5.60956116515968,29.1512608642757,34.7608220294354
RD3_19_D_YA,YA_2015_D,57.89,-4.98,14,57.89,-4.98,-2.8904388348403,20.6512608642757,17.7608220294354
RD5_17_D_YA,YA_2015_D,57.89,-4.98,21,57.89,-4.98,0.609561165159693,24.1512608642757,24.7608220294354
RD7_14_D_YA,YA_2015_D,57.89,-4.98,21,57.89,-4.98,0.609561165159693,24.1512608642757,24.7608220294354
RD9_30_D_YA,YA_2015_D,57.89,-4.98,14,57.89,-4.98,-2.8904388348403,20.6512608642757,17.7608220294354
BE2_30_D_YA,YA_2016_D,57.63,-5.35,9,57.63,-5.35,-3.00285633289664,16.3988676644332,13.3960113315366
BE3_27_D_YA,YA_2016_D,57.63,-5.35,24,57.63,-5.35,4.4971436671034,23.8988676644332,28.3960113315366
BE4_27_D_YA,YA_2016_D,57.63,-5.35,24,57.63,-5.35,4.4971436671034,23.8988676644332,28.3960113315366
BE7_20_D_YA,YA_2016_D,57.63,-5.35,9,57.63,-5.35,-3.00285633289664,16.3988676644332,13.3960113315366
BE9_12_D_YA,YA_2016_D,57.63,-5.35,9,57.63,-5.35,-3.00285633289664,16.3988676644332,13.3960113315366
GA1_12_D_YA,YA_2016_D,57.27,-4.92,9,57.27,-4.92,-4.18922394625546,15.2125000510744,11.023276104819
GA10_1_D_YA,YA_2016_D,57.27,-4.92,17,57.27,-4.92,-0.189223946255414,19.2125000510744,19.023276104819
GA8_23_D_YA,YA_2016_D,57.27,-4.92,14,57.27,-4.92,-1.68922394625545,17.7125000510744,16.023276104819
GA9_1_D_YA,YA_2016_D,57.27,-4.92,24,57.27,-4.92,3.3107760537446,22.7125000510744,26.023276104819
GL1_20_D_YA,YA_2016_D,56.91,-5.13,19,56.91,-5.13,0.396740228154769,19.7984642254846,20.1952044536394
GL2_27_D_YA,YA_2016_D,56.91,-5.13,9,56.91,-5.13,-4.60325977184528,14.7984642254846,10.1952044536393
GL6_18_D_YA,YA_2016_D,56.91,-5.13,24,56.91,-5.13,2.89674022815478,22.2984642254846,25.1952044536394
GL8_30_D_YA,YA_2016_D,56.91,-5.13,24,56.91,-5.13,2.89674022815478,22.2984642254846,25.1952044536394
GT1_23_D_YA,YA_2016_D,57.05,-2.86,9,57.05,-2.86,-2.13536370533489,17.266360291995,15.1309965866601
GT2_23_D_YA,YA_2016_D,57.05,-2.86,9,57.05,-2.86,-2.13536370533489,17.266360291995,15.1309965866601
GT5_1_D_YA,YA_2016_D,57.05,-2.86,17,57.05,-2.86,1.86463629466513,21.266360291995,23.1309965866601
GT6_4_D_YA,YA_2016_D,57.05,-2.86,9,57.05,-2.86,-2.13536370533489,17.266360291995,15.1309965866601
GT8_11_D_YA,YA_2016_D,57.05,-2.86,19,57.05,-2.86,2.86463629466519,22.266360291995,25.1309965866602
GT9_30_D_YA,YA_2016_D,57.05,-2.86,17,57.05,-2.86,1.86463629466513,21.266360291995,23.1309965866601
RD1_12_D_YA,YA_2016_D,57.89,-4.98,24,57.89,-4.98,3.59927975377903,23.0010037511089,26.6002835048879
RD3_19_D_YA,YA_2016_D,57.89,-4.98,19,57.89,-4.98,1.09927975377902,20.5010037511089,21.6002835048879
RD5_17_D_YA,YA_2016_D,57.89,-4.98,17,57.89,-4.98,0.0992797537790153,19.5010037511089,19.6002835048879
RD7_14_D_YA,YA_2016_D,57.89,-4.98,17,57.89,-4.98,0.0992797537790153,19.5010037511089,19.6002835048879
RD9_30_D_YA,YA_2016_D,57.89,-4.98,9,57.89,-4.98,-3.90072024622099,15.5010037511089,11.6002835048879
BE2_30_D_YA,YA_2017_D,57.63,-5.35,16,57.63,-5.35,-1.29779443385118,24.0821194149451,22.7843249810939
BE3_27_D_YA,YA_2017_D,57.63,-5.35,26,57.63,-5.35,3.70220556614883,29.082119414945,32.7843249810939
BE4_27_D_YA,YA_2017_D,57.63,-5.35,21,57.63,-5.35,1.20220556614882,26.5821194149451,27.7843249810939
BE7_20_D_YA,YA_2017_D,57.63,-5.35,16,57.63,-5.35,-1.29779443385118,24.0821194149451,22.7843249810939
BE9_12_D_YA,YA_2017_D,57.63,-5.35,14,57.63,-5.35,-2.29779443385119,23.0821194149451,20.7843249810939
GA1_12_D_YA,YA_2017_D,57.27,-4.92,16,57.27,-4.92,-1.96780397813196,23.4121098706643,21.4443058925324
GA10_1_D_YA,YA_2017_D,57.27,-4.92,21,57.27,-4.92,0.53219602186805,25.9121098706643,26.4443058925324
GA8_23_D_YA,YA_2017_D,57.27,-4.92,26,57.27,-4.92,3.03219602186806,28.4121098706643,31.4443058925324
GA9_1_D_YA,YA_2017_D,57.27,-4.92,21,57.27,-4.92,0.53219602186805,25.9121098706643,26.4443058925324
GL1_20_D_YA,YA_2017_D,56.91,-5.13,20,56.91,-5.13,1.06865026812233,26.4485641169186,27.5172143850409
GL2_27_D_YA,YA_2017_D,56.91,-5.13,14,56.91,-5.13,-1.93134973187768,23.4485641169186,21.5172143850409
GL6_18_D_YA,YA_2017_D,56.91,-5.13,15,56.91,-5.13,-1.43134973187768,23.9485641169186,22.5172143850409
GL8_30_D_YA,YA_2017_D,56.91,-5.13,20,56.91,-5.13,1.06865026812233,26.4485641169186,27.5172143850409
GT1_23_D_YA,YA_2017_D,57.05,-2.86,14,57.05,-2.86,-1.19083778199681,24.1890760667995,22.9982382848027
GT2_23_D_YA,YA_2017_D,57.05,-2.86,14,57.05,-2.86,-1.19083778199681,24.1890760667995,22.9982382848027
GT5_1_D_YA,YA_2017_D,57.05,-2.86,26,57.05,-2.86,4.80916221800321,30.1890760667995,34.9982382848027
GT6_4_D_YA,YA_2017_D,57.05,-2.86,16,57.05,-2.86,-0.190837781996805,25.1890760667995,24.9982382848027
GT8_11_D_YA,YA_2017_D,57.05,-2.86,14,57.05,-2.86,-1.19083778199681,24.1890760667995,22.9982382848027
GT9_30_D_YA,YA_2017_D,57.05,-2.86,14,57.05,-2.86,-1.19083778199681,24.1890760667995,22.9982382848027
RD1_12_D_YA,YA_2017_D,57.89,-4.98,26,57.89,-4.98,1.05765342531943,26.4375672741157,27.4952206994351
RD3_19_D_YA,YA_2017_D,57.89,-4.98,26,57.89,-4.98,1.05765342531943,26.4375672741157,27.4952206994351
RD5_17_D_YA,YA_2017_D,57.89,-4.98,21,57.89,-4.98,-1.44234657468058,23.9375672741157,22.4952206994351
RD7_14_D_YA,YA_2017_D,57.89,-4.98,21,57.89,-4.98,-1.44234657468058,23.9375672741157,22.4952206994351
BE2_30_D_YA,YA_2018_D,57.63,-5.35,14,57.63,-5.35,-1.1982438970734,13.237788606886,12.0395447098126
BE3_27_D_YA,YA_2018_D,57.63,-5.35,20,57.63,-5.35,1.80175610292663,16.237788606886,18.0395447098126
BE4_27_D_YA,YA_2018_D,57.63,-5.35,20,57.63,-5.35,1.80175610292663,16.237788606886,18.0395447098126
BE7_20_D_YA,YA_2018_D,57.63,-5.35,14,57.63,-5.35,-1.1982438970734,13.237788606886,12.0395447098126
BE9_12_D_YA,YA_2018_D,57.63,-5.35,14,57.63,-5.35,-1.1982438970734,13.237788606886,12.0395447098126
GA1_12_D_YA,YA_2018_D,57.27,-4.92,14,57.27,-4.92,-1.07625800878851,13.3597744951709,12.2835164863824
GA10_1_D_YA,YA_2018_D,57.27,-4.92,20,57.27,-4.92,1.9237419912115,16.3597744951709,18.2835164863824
GA8_23_D_YA,YA_2018_D,57.27,-4.92,14,57.27,-4.92,-1.07625800878851,13.3597744951709,12.2835164863824
GA9_1_D_YA,YA_2018_D,57.27,-4.92,20,57.27,-4.92,1.9237419912115,16.3597744951709,18.2835164863824
GL1_20_D_YA,YA_2018_D,56.91,-5.13,13,56.91,-5.13,-1.99391998447738,12.4421125194821,10.4481925350047
GL2_27_D_YA,YA_2018_D,56.91,-5.13,20,56.91,-5.13,1.50608001552268,15.942112519482,17.4481925350047
GL6_18_D_YA,YA_2018_D,56.91,-5.13,13,56.91,-5.13,-1.99391998447738,12.4421125194821,10.4481925350047
GL8_30_D_YA,YA_2018_D,56.91,-5.13,20,56.91,-5.13,1.50608001552268,15.942112519482,17.4481925350047
GT1_23_D_YA,YA_2018_D,57.05,-2.86,14,57.05,-2.86,-1.0192453835036,13.4167871204558,12.3975417369522
