Genotype,Envir,Latitude,Longitude,T6,Lat,Lon,T6_spats_residuals,T6_spats_geno_pred_values,T6_spats_adj_pheno
RD5_6_D_GS,GS_2019_D,57.89,-4.98,14,57.89,-4.98,-0.824125139446647,13.3301420489564,12.5060169095097
RD8_22_D_GS,GS_2019_D,57.89,-4.98,14,57.89,-4.98,-0.824125139446647,13.3301420489564,12.5060169095097
RD9_6_D_GS,GS_2019_D,57.89,-4.98,21,57.89,-4.98,2.67587486055335,16.8301420489564,19.5060169095097
BE10_22_B_GS,GS_2015_B,57.63,-5.35,19,57.63,-5.35,-1.00136853009035,7.70141689560906,6.70004836551872
BE5_5_B_GS,GS_2015_B,57.63,-5.35,22,57.63,-5.35,0.498631469909682,9.20141689560904,9.70004836551872
BE8_5_B_GS,GS_2015_B,57.63,-5.35,22,57.63,-5.35,0.498631469909682,9.20141689560904,9.70004836551872
GA3_22_B_GS,GS_2015_B,57.27,-4.92,15,57.27,-4.92,-0.158506517633382,8.544278908066,8.38577239043262
GA5_9_B_GS,GS_2015_B,57.27,-4.92,15,57.27,-4.92,-0.158506517633382,8.544278908066,8.38577239043262
GA6_3_B_GS,GS_2015_B,57.27,-4.92,15,57.27,-4.92,-0.158506517633382,8.544278908066,8.38577239043262
GA7_15_B_GS,GS_2015_B,57.27,-4.92,15,57.27,-4.92,-0.158506517633382,8.544278908066,8.38577239043262
GA9_29_B_GS,GS_2015_B,57.27,-4.92,15,57.27,-4.92,-0.158506517633382,8.544278908066,8.38577239043262
GL1_22_B_GS,GS_2015_B,56.91,-5.13,15,56.91,-5.13,0.152069372882902,8.85485479858229,9.00692417146519
GL2_15_B_GS,GS_2015_B,56.91,-5.13,15,56.91,-5.13,0.152069372882902,8.85485479858229,9.00692417146519
GL3_10_B_GS,GS_2015_B,56.91,-5.13,15,56.91,-5.13,0.152069372882902,8.85485479858229,9.00692417146519
GT1_6_B_GS,GS_2015_B,57.05,-2.86,15,57.05,-2.86,-0.43075093722377,8.27203448847561,7.84128355125184
GT2_2_B_GS,GS_2015_B,57.05,-2.86,22,57.05,-2.86,3.06924906277628,11.7720344884756,14.8412835512518
GT3_2_B_GS,GS_2015_B,57.05,-2.86,15,57.05,-2.86,-0.43075093722377,8.27203448847561,7.84128355125184
GT5_2_B_GS,GS_2015_B,57.05,-2.86,15,57.05,-2.86,-0.43075093722377,8.27203448847561,7.84128355125184
GT6_10_B_GS,GS_2015_B,57.05,-2.86,15,57.05,-2.86,-0.43075093722377,8.27203448847561,7.84128355125184
GT7_22_B_GS,GS_2015_B,57.05,-2.86,15,57.05,-2.86,-0.43075093722377,8.27203448847561,7.84128355125184
GT8_5_B_GS,GS_2015_B,57.05,-2.86,15,57.05,-2.86,-0.43075093722377,8.27203448847561,7.84128355125184
GT9_15_B_GS,GS_2015_B,57.05,-2.86,15,57.05,-2.86,-0.43075093722377,8.27203448847561,7.84128355125184
RD10_22_B_GS,GS_2015_B,57.89,-4.98,22,57.89,-4.98,2.857287511516,11.5600729372153,14.4173604487313
RD3_26_B_GS,GS_2015_B,57.89,-4.98,15,57.89,-4.98,-0.642712488484047,8.06007293721537,7.41736044873133
RD7_15_B_GS,GS_2015_B,57.89,-4.98,15,57.89,-4.98,-0.642712488484047,8.06007293721537,7.41736044873133
RD8_29_B_GS,GS_2015_B,57.89,-4.98,15,57.89,-4.98,-0.642712488484047,8.06007293721537,7.41736044873133
RD9_5_B_GS,GS_2015_B,57.89,-4.98,15,57.89,-4.98,-0.642712488484047,8.06007293721537,7.41736044873133
BE8_5_B_GS,GS_2016_B,57.63,-5.35,33,57.63,-5.35,0.0228623558311654,21.5659018249779,21.5887641808091
GA3_22_B_GS,GS_2016_B,57.27,-4.92,28,57.27,-4.92,1.08265807542569,22.6256975445725,23.7083556199982
GA5_9_B_GS,GS_2016_B,57.27,-4.92,33,57.27,-4.92,3.58265807542562,25.1256975445726,28.7083556199982
GA6_3_B_GS,GS_2016_B,57.27,-4.92,28,57.27,-4.92,1.08265807542569,22.6256975445725,23.7083556199982
GA7_15_B_GS,GS_2016_B,57.27,-4.92,28,57.27,-4.92,1.08265807542569,22.6256975445725,23.7083556199982
GA9_29_B_GS,GS_2016_B,57.27,-4.92,21,57.27,-4.92,-2.41734192457421,19.1256975445724,16.7083556199982
GL1_22_B_GS,GS_2016_B,56.91,-5.13,21,56.91,-5.13,-0.846812244721331,20.6962272244254,19.849414979704
GL2_15_B_GS,GS_2016_B,56.91,-5.13,21,56.91,-5.13,-0.846812244721331,20.6962272244254,19.849414979704
GL3_10_B_GS,GS_2016_B,56.91,-5.13,21,56.91,-5.13,-0.846812244721331,20.6962272244254,19.849414979704
GT1_6_B_GS,GS_2016_B,57.05,-2.86,28,57.05,-2.86,2.38561968590851,23.9286591550554,26.3142788409639
GT2_2_B_GS,GS_2016_B,57.05,-2.86,28,57.05,-2.86,2.38561968590851,23.9286591550554,26.3142788409639
GT3_2_B_GS,GS_2016_B,57.05,-2.86,28,57.05,-2.86,2.38561968590851,23.9286591550554,26.3142788409639
GT5_2_B_GS,GS_2016_B,57.05,-2.86,12,57.05,-2.86,-5.61438031409128,15.9286591550551,10.3142788409639
GT7_22_B_GS,GS_2016_B,57.05,-2.86,21,57.05,-2.86,-1.1143803140914,20.4286591550553,19.3142788409639
GT8_5_B_GS,GS_2016_B,57.05,-2.86,33,57.05,-2.86,4.88561968590843,26.4286591550554,31.3142788409639
GT9_15_B_GS,GS_2016_B,57.05,-2.86,12,57.05,-2.86,-5.61438031409128,15.9286591550551,10.3142788409639
RD3_26_B_GS,GS_2016_B,57.89,-4.98,28,57.89,-4.98,-1.64876345004185,19.8942760191048,18.2455125690629
RD7_15_B_GS,GS_2016_B,57.89,-4.98,33,57.89,-4.98,0.851236549958067,22.3942760191048,23.2455125690629
RD8_29_B_GS,GS_2016_B,57.89,-4.98,28,57.89,-4.98,-1.64876345004185,19.8942760191048,18.2455125690629
RD9_5_B_GS,GS_2016_B,57.89,-4.98,33,57.89,-4.98,0.851236549958067,22.3942760191048,23.2455125690629
BE10_22_B_GS,GS_2017_B,57.63,-5.35,21,57.63,-5.35,-0.871560190447575,6.89523408300979,6.02367389256221
BE3_22_B_GS,GS_2017_B,57.63,-5.35,28,57.63,-5.35,2.62843980955238,10.3952340830098,13.0236738925622
BE5_5_B_GS,GS_2017_B,57.63,-5.35,21,57.63,-5.35,-0.871560190447575,6.89523408300979,6.02367389256221
BE8_5_B_GS,GS_2017_B,57.63,-5.35,21,57.63,-5.35,-0.871560190447575,6.89523408300979,6.02367389256221
GA3_22_B_GS,GS_2017_B,57.27,-4.92,21,57.27,-4.92,3.33120959221247,11.09800386567,14.4292134578825
GA5_9_B_GS,GS_2017_B,57.27,-4.92,21,57.27,-4.92,3.33120959221247,11.09800386567,14.4292134578825
GA6_3_B_GS,GS_2017_B,57.27,-4.92,14,57.27,-4.92,-0.168790407787453,7.59800386566996,7.42921345788251
GA7_15_B_GS,GS_2017_B,57.27,-4.92,14,57.27,-4.92,-0.168790407787453,7.59800386566996,7.42921345788251
GA9_29_B_GS,GS_2017_B,57.27,-4.92,7,57.27,-4.92,-3.66879040778741,4.09800386566992,0.42921345788251
GL1_22_B_GS,GS_2017_B,56.91,-5.13,7,56.91,-5.13,-0.509636516929882,7.2571577565275,6.74752123959762
GL2_15_B_GS,GS_2017_B,56.91,-5.13,7,56.91,-5.13,-0.509636516929882,7.2571577565275,6.74752123959762
GL3_10_B_GS,GS_2017_B,56.91,-5.13,7,56.91,-5.13,-0.509636516929882,7.2571577565275,6.74752123959762
GT1_6_B_GS,GS_2017_B,57.05,-2.86,14,57.05,-2.86,-0.0226184193480208,7.74417585410938,7.72155743476135
GT2_2_B_GS,GS_2017_B,57.05,-2.86,14,57.05,-2.86,-0.0226184193480208,7.74417585410938,7.72155743476135
GT3_2_B_GS,GS_2017_B,57.05,-2.86,14,57.05,-2.86,-0.0226184193480208,7.74417585410938,7.72155743476135
GT5_2_B_GS,GS_2017_B,57.05,-2.86,14,57.05,-2.86,-0.0226184193480208,7.74417585410938,7.72155743476135
GT6_10_B_GS,GS_2017_B,57.05,-2.86,21,57.05,-2.86,3.47738158065193,11.2441758541094,14.7215574347614
GT7_22_B_GS,GS_2017_B,57.05,-2.86,7,57.05,-2.86,-3.52261841934798,4.24417585410933,0.721557434761355
GT8_5_B_GS,GS_2017_B,57.05,-2.86,21,57.05,-2.86,3.47738158065193,11.2441758541094,14.7215574347614
GT9_15_B_GS,GS_2017_B,57.05,-2.86,7,57.05,-2.86,-3.52261841934798,4.24417585410933,0.721557434761355
RD10_22_B_GS,GS_2017_B,57.89,-4.98,21,57.89,-4.98,1.20800994125971,8.97480421471713,10.1828141559768
RD3_26_B_GS,GS_2017_B,57.89,-4.98,21,57.89,-4.98,1.20800994125971,8.97480421471713,10.1828141559768
RD7_15_B_GS,GS_2017_B,57.89,-4.98,14,57.89,-4.98,-2.29199005874025,5.47480421471709,3.18281415597684
RD8_29_B_GS,GS_2017_B,57.89,-4.98,14,57.89,-4.98,-2.29199005874025,5.47480421471709,3.18281415597684
RD9_5_B_GS,GS_2017_B,57.89,-4.98,21,57.89,-4.98,1.20800994125971,8.97480421471713,10.1828141559768
BE10_22_B_GS,GS_2018_B,57.63,-5.35,14,57.63,-5.35,-0.874966715502342,5.47741940716904,4.6024526916667
BE3_22_B_GS,GS_2018_B,57.63,-5.35,21,57.63,-5.35,2.6250332844976,8.9774194071691,11.6024526916667
BE5_5_B_GS,GS_2018_B,57.63,-5.35,14,57.63,-5.35,-0.874966715502342,5.47741940716904,4.6024526916667
BE8_5_B_GS,GS_2018_B,57.63,-5.35,14,57.63,-5.35,-0.874966715502342,5.47741940716904,4.6024526916667
GA3_22_B_GS,GS_2018_B,57.27,-4.92,14,57.27,-4.92,2.10514012307402,8.4575262457455,10.5626663688195
GA5_9_B_GS,GS_2018_B,57.27,-4.92,14,57.27,-4.92,2.10514012307402,8.4575262457455,10.5626663688195
GA6_3_B_GS,GS_2018_B,57.27,-4.92,7,57.27,-4.92,-1.39485987692593,4.95752624574544,3.56266636881952
GA7_15_B_GS,GS_2018_B,57.27,-4.92,7,57.27,-4.92,-1.39485987692593,4.95752624574544,3.56266636881952
GA9_29_B_GS,GS_2018_B,57.27,-4.92,7,57.27,-4.92,-1.39485987692593,4.95752624574544,3.56266636881952
GL1_22_B_GS,GS_2018_B,56.91,-5.13,7,56.91,-5.13,-0.00493137635037044,6.34745474632104,6.34252336997067
GL2_15_B_GS,GS_2018_B,56.91,-5.13,7,56.91,-5.13,-0.00493137635037044,6.34745474632104,6.34252336997067
GL3_10_B_GS,GS_2018_B,56.91,-5.13,7,56.91,-5.13,-0.00493137635037044,6.34745474632104,6.34252336997067
GT1_6_B_GS,GS_2018_B,57.05,-2.86,7,57.05,-2.86,-2.18771886174667,4.16466726092467,1.976948399178
GT2_2_B_GS,GS_2018_B,57.05,-2.86,21,57.05,-2.86,4.81228113825321,11.1646672609248,15.976948399178
GT3_2_B_GS,GS_2018_B,57.05,-2.86,7,57.05,-2.86,-2.18771886174667,4.16466726092467,1.976948399178
GT5_2_B_GS,GS_2018_B,57.05,-2.86,7,57.05,-2.86,-2.18771886174667,4.16466726092467,1.976948399178
GT6_10_B_GS,GS_2018_B,57.05,-2.86,14,57.05,-2.86,1.31228113825327,7.66466726092473,8.976948399178
GT7_22_B_GS,GS_2018_B,57.05,-2.86,7,57.05,-2.86,-2.18771886174667,4.16466726092467,1.976948399178
GT8_5_B_GS,GS_2018_B,57.05,-2.86,21,57.05,-2.86,4.81228113825321,11.1646672609248,15.976948399178
GT9_15_B_GS,GS_2018_B,57.05,-2.86,7,57.05,-2.86,-2.18771886174667,4.16466726092467,1.976948399178
RD10_22_B_GS,GS_2018_B,57.89,-4.98,21,57.89,-4.98,3.49814225393242,9.85052837660395,13.3486706305364
RD3_26_B_GS,GS_2018_B,57.89,-4.98,14,57.89,-4.98,-0.00185774606752531,6.35052837660389,6.34867063053637
RD7_15_B_GS,GS_2018_B,57.89,-4.98,7,57.89,-4.98,-3.50185774606747,2.85052837660383,-0.651329369463635
RD8_29_B_GS,GS_2018_B,57.89,-4.98,7,57.89,-4.98,-3.50185774606747,2.85052837660383,-0.651329369463635
RD9_5_B_GS,GS_2018_B,57.89,-4.98,21,57.89,-4.98,3.49814225393242,9.85052837660395,13.3486706305364
BE10_22_B_GS,GS_2019_B,57.63,-5.35,21,57.63,-5.35,0.87534480132393,10.9861737589884,11.8615185603123
BE3_22_B_GS,GS_2019_B,57.63,-5.35,21,57.63,-5.35,0.87534480132393,10.9861737589884,11.8615185603123
BE5_5_B_GS,GS_2019_B,57.63,-5.35,21,57.63,-5.35,0.87534480132393,10.9861737589884,11.8615185603123
BE8_5_B_GS,GS_2019_B,57.63,-5.35,14,57.63,-5.35,-2.62465519867603,7.48617375898838,4.86151856031234
GA3_22_B_GS,GS_2019_B,57.27,-4.92,21,57.27,-4.92,3.55324764866189,13.6640766063264,17.2173242549883
GA5_9_B_GS,GS_2019_B,57.27,-4.92,21,57.27,-4.92,3.55324764866189,13.6640766063264,17.2173242549883
GA6_3_B_GS,GS_2019_B,57.27,-4.92,14,57.27,-4.92,0.0532476486619444,10.1640766063264,10.2173242549883
GA7_15_B_GS,GS_2019_B,57.27,-4.92,7,57.27,-4.92,-3.44675235133802,6.66407660632636,3.21732425498834
GA9_29_B_GS,GS_2019_B,57.27,-4.92,7,57.27,-4.92,-3.44675235133802,6.66407660632636,3.21732425498834
GL1_22_B_GS,GS_2019_B,56.91,-5.13,14,56.91,-5.13,1.11558147054785,11.2264104282123,12.3419918987602
GL2_15_B_GS,GS_2019_B,56.91,-5.13,21,56.91,-5.13,4.6155814705478,14.7264104282124,19.3419918987602
GL3_10_B_GS,GS_2019_B,56.91,-5.13,0,56.91,-5.13,-5.88441852945208,4.22641042821226,-1.65800810123982
GT1_6_B_GS,GS_2019_B,57.05,-2.86,21,57.05,-2.86,2.18523276374436,12.2960617214089,14.4812944851532
GT2_2_B_GS,GS_2019_B,57.05,-2.86,21,57.05,-2.86,2.18523276374436,12.2960617214089,14.4812944851532
GT3_2_B_GS,GS_2019_B,57.05,-2.86,21,57.05,-2.86,2.18523276374436,12.2960617214089,14.4812944851532
GT5_2_B_GS,GS_2019_B,57.05,-2.86,14,57.05,-2.86,-1.31476723625562,8.79606172140882,7.48129448515321
GT6_10_B_GS,GS_2019_B,57.05,-2.86,21,57.05,-2.86,2.18523276374436,12.2960617214089,14.4812944851532
GT7_22_B_GS,GS_2019_B,57.05,-2.86,14,57.05,-2.86,-1.31476723625562,8.79606172140882,7.48129448515321
GT8_5_B_GS,GS_2019_B,57.05,-2.86,21,57.05,-2.86,2.18523276374436,12.2960617214089,14.4812944851532
GT9_15_B_GS,GS_2019_B,57.05,-2.86,0,57.05,-2.86,-8.31476723625554,1.79606172140875,-6.5187055148468
RD10_22_B_GS,GS_2019_B,57.89,-4.98,14,57.89,-4.98,-1.41924479403998,8.69158416362449,7.27233936958451
RD3_26_B_GS,GS_2019_B,57.89,-4.98,21,57.89,-4.98,2.08075520596,12.1915841636245,14.2723393695845
RD7_15_B_GS,GS_2019_B,57.89,-4.98,14,57.89,-4.98,-1.41924479403998,8.69158416362449,7.27233936958451
RD8_29_B_GS,GS_2019_B,57.89,-4.98,14,57.89,-4.98,-1.41924479403998,8.69158416362449,7.27233936958451
RD9_5_B_GS,GS_2019_B,57.89,-4.98,21,57.89,-4.98,2.08075520596,12.1915841636245,14.2723393695845
BE2_1_C_YA,YA_2015_C,57.63,-5.35,17,57.63,-5.35,3.78779670351546,13.5711670929466,17.358963796462
BE3_20_C_YA,YA_2015_C,57.63,-5.35,7,57.63,-5.35,-1.21220329648457,8.5711670929466,7.35896379646202
BE4_23_C_YA,YA_2015_C,57.63,-5.35,7,57.63,-5.35,-1.21220329648457,8.5711670929466,7.35896379646202
BE5_19_C_YA,YA_2015_C,57.63,-5.35,14,57.63,-5.35,2.28779670351545,12.0711670929466,14.358963796462
BE7_6_C_YA,YA_2015_C,57.63,-5.35,7,57.63,-5.35,-1.21220329648457,8.5711670929466,7.35896379646202
BE8_19_C_YA,YA_2015_C,57.63,-5.35,7,57.63,-5.35,-1.21220329648457,8.5711670929466,7.35896379646202
BE9_21_C_YA,YA_2015_C,57.63,-5.35,7,57.63,-5.35,-1.21220329648457,8.5711670929466,7.35896379646202
GA10_27_C_YA,YA_2015_C,57.27,-4.92,7,57.27,-4.92,-1.6976846599774,8.08568572945378,6.38800106947639
GA3_27_C_YA,YA_2015_C,57.27,-4.92,13,57.27,-4.92,1.30231534002262,11.0856857294538,12.3880010694764
GA5_23_C_YA,YA_2015_C,57.27,-4.92,17,57.27,-4.92,3.30231534002264,13.0856857294537,16.3880010694764
GA6_27_C_YA,YA_2015_C,57.27,-4.92,17,57.27,-4.92,3.30231534002264,13.0856857294537,16.3880010694764
GA7_23_C_YA,YA_2015_C,57.27,-4.92,7,57.27,-4.92,-1.6976846599774,8.08568572945378,6.38800106947639
GA9_12_C_YA,YA_2015_C,57.27,-4.92,7,57.27,-4.92,-1.6976846599774,8.08568572945378,6.38800106947639
GL2_1_C_YA,YA_2015_C,56.91,-5.13,17,56.91,-5.13,2.67604602943007,12.4594164188612,15.1354624482912
GL3_12_C_YA,YA_2015_C,56.91,-5.13,17,56.91,-5.13,2.67604602943007,12.4594164188612,15.1354624482912
GL4_5_C_YA,YA_2015_C,56.91,-5.13,7,56.91,-5.13,-2.32395397056997,7.45941641886122,5.13546244829125
GL7_10_C_YA,YA_2015_C,56.91,-5.13,7,56.91,-5.13,-2.32395397056997,7.45941641886122,5.13546244829125
GL8_19_C_YA,YA_2015_C,56.91,-5.13,7,56.91,-5.13,-2.32395397056997,7.45941641886122,5.13546244829125
GT2_18_C_YA,YA_2015_C,57.05,-2.86,7,57.05,-2.86,-0.0479251813952546,9.73544520803591,9.68752002664065
GT6_30_C_YA,YA_2015_C,57.05,-2.86,7,57.05,-2.86,-0.0479251813952546,9.73544520803591,9.68752002664065
GT7_12_C_YA,YA_2015_C,57.05,-2.86,7,57.05,-2.86,-0.0479251813952546,9.73544520803591,9.68752002664065
GT8_19_C_YA,YA_2015_C,57.05,-2.86,7,57.05,-2.86,-0.0479251813952546,9.73544520803591,9.68752002664065
RD1_23_C_YA,YA_2015_C,57.89,-4.98,7,57.89,-4.98,-1.00283306438512,8.78053732504605,7.77770426066094
RD2_22_C_YA,YA_2015_C,57.89,-4.98,7,57.89,-4.98,-1.00283306438512,8.78053732504605,7.77770426066094
RD3_4_C_YA,YA_2015_C,57.89,-4.98,17,57.89,-4.98,3.99716693561492,13.780537325046,17.7777042606609
RD5_30_C_YA,YA_2015_C,57.89,-4.98,7,57.89,-4.98,-1.00283306438512,8.78053732504605,7.77770426066094
RD7_12_C_YA,YA_2015_C,57.89,-4.98,7,57.89,-4.98,-1.00283306438512,8.78053732504605,7.77770426066094
RD9_18_C_YA,YA_2015_C,57.89,-4.98,7,57.89,-4.98,-1.00283306438512,8.78053732504605,7.77770426066094
BE2_1_C_YA,YA_2016_C,57.63,-5.35,5,57.63,-5.35,-1.14369816805295,3.42839328716283,2.28469511910988
BE3_20_C_YA,YA_2016_C,57.63,-5.35,5,57.63,-5.35,-1.14369816805295,3.42839328716283,2.28469511910988
BE4_23_C_YA,YA_2016_C,57.63,-5.35,5,57.63,-5.35,-1.14369816805295,3.42839328716283,2.28469511910988
BE5_19_C_YA,YA_2016_C,57.63,-5.35,7,57.63,-5.35,-0.143698168052945,4.42839328716283,4.28469511910988
BE7_6_C_YA,YA_2016_C,57.63,-5.35,5,57.63,-5.35,-1.14369816805295,3.42839328716283,2.28469511910988
BE8_19_C_YA,YA_2016_C,57.63,-5.35,12,57.63,-5.35,2.35630183194706,6.92839328716283,9.28469511910988
BE9_21_C_YA,YA_2016_C,57.63,-5.35,12,57.63,-5.35,2.35630183194706,6.92839328716283,9.28469511910988
GA10_27_C_YA,YA_2016_C,57.27,-4.92,5,57.27,-4.92,-0.356074231192308,4.21601722402346,3.85994299283115
GA3_27_C_YA,YA_2016_C,57.27,-4.92,5,57.27,-4.92,-0.356074231192308,4.21601722402346,3.85994299283115
GA5_23_C_YA,YA_2016_C,57.27,-4.92,5,57.27,-4.92,-0.356074231192308,4.21601722402346,3.85994299283115
GA6_27_C_YA,YA_2016_C,57.27,-4.92,7,57.27,-4.92,0.643925768807693,5.21601722402346,5.85994299283115
GA7_23_C_YA,YA_2016_C,57.27,-4.92,5,57.27,-4.92,-0.356074231192308,4.21601722402346,3.85994299283115
GA9_12_C_YA,YA_2016_C,57.27,-4.92,5,57.27,-4.92,-0.356074231192308,4.21601722402346,3.85994299283115
GL2_1_C_YA,YA_2016_C,56.91,-5.13,5,56.91,-5.13,-0.0691648470328783,4.50292660818289,4.43376176115001
GL3_12_C_YA,YA_2016_C,56.91,-5.13,7,56.91,-5.13,0.930835152967123,5.50292660818289,6.43376176115001
GL4_5_C_YA,YA_2016_C,56.91,-5.13,5,56.91,-5.13,-0.0691648470328783,4.50292660818289,4.43376176115001
GL7_10_C_YA,YA_2016_C,56.91,-5.13,5,56.91,-5.13,-0.0691648470328783,4.50292660818289,4.43376176115001
GL8_19_C_YA,YA_2016_C,56.91,-5.13,5,56.91,-5.13,-0.0691648470328783,4.50292660818289,4.43376176115001
GT2_18_C_YA,YA_2016_C,57.05,-2.86,5,57.05,-2.86,-0.230644477276177,4.34144697793959,4.11080250066341
GT6_30_C_YA,YA_2016_C,57.05,-2.86,7,57.05,-2.86,0.769355522723826,5.34144697793959,6.11080250066341
GT7_12_C_YA,YA_2016_C,57.05,-2.86,5,57.05,-2.86,-0.230644477276177,4.34144697793959,4.11080250066341
GT8_19_C_YA,YA_2016_C,57.05,-2.86,5,57.05,-2.86,-0.230644477276177,4.34144697793959,4.11080250066341
RD1_23_C_YA,YA_2016_C,57.89,-4.98,7,57.89,-4.98,0.15178911796558,4.72388057318134,4.87566969114692
RD2_22_C_YA,YA_2016_C,57.89,-4.98,7,57.89,-4.98,0.15178911796558,4.72388057318134,4.87566969114692
RD3_4_C_YA,YA_2016_C,57.89,-4.98,12,57.89,-4.98,2.65178911796558,7.22388057318134,9.87566969114692
RD5_30_C_YA,YA_2016_C,57.89,-4.98,5,57.89,-4.98,-0.848210882034423,3.72388057318135,2.87566969114692
RD7_12_C_YA,YA_2016_C,57.89,-4.98,5,57.89,-4.98,-0.848210882034423,3.72388057318135,2.87566969114692
RD9_18_C_YA,YA_2016_C,57.89,-4.98,5,57.89,-4.98,-0.848210882034423,3.72388057318135,2.87566969114692
BE2_1_C_YA,YA_2017_C,57.63,-5.35,6,57.63,-5.35,0.857353253731958,6.68137447113517,7.53872772486712
BE3_20_C_YA,YA_2017_C,57.63,-5.35,0,57.63,-5.35,-2.14264674626805,3.68137447113517,1.53872772486712
BE4_23_C_YA,YA_2017_C,57.63,-5.35,0,57.63,-5.35,-2.14264674626805,3.68137447113517,1.53872772486712
BE5_19_C_YA,YA_2017_C,57.63,-5.35,6,57.63,-5.35,0.857353253731958,6.68137447113517,7.53872772486712
BE7_6_C_YA,YA_2017_C,57.63,-5.35,6,57.63,-5.35,0.857353253731958,6.68137447113517,7.53872772486712
BE8_19_C_YA,YA_2017_C,57.63,-5.35,6,57.63,-5.35,0.857353253731958,6.68137447113517,7.53872772486712
BE9_21_C_YA,YA_2017_C,57.63,-5.35,6,57.63,-5.35,0.857353253731958,6.68137447113517,7.53872772486712
GA10_27_C_YA,YA_2017_C,57.27,-4.92,6,57.27,-4.92,0.547383485909579,6.3714047033128,6.91878818922238
GA3_27_C_YA,YA_2017_C,57.27,-4.92,6,57.27,-4.92,0.547383485909579,6.3714047033128,6.91878818922238
GA5_23_C_YA,YA_2017_C,57.27,-4.92,6,57.27,-4.92,0.547383485909579,6.3714047033128,6.91878818922238
GA6_27_C_YA,YA_2017_C,57.27,-4.92,6,57.27,-4.92,0.547383485909579,6.3714047033128,6.91878818922238
GA7_23_C_YA,YA_2017_C,57.27,-4.92,6,57.27,-4.92,0.547383485909579,6.3714047033128,6.91878818922238
GA9_12_C_YA,YA_2017_C,57.27,-4.92,0,57.27,-4.92,-2.45261651409042,3.3714047033128,0.91878818922238
GL2_1_C_YA,YA_2017_C,56.91,-5.13,0,56.91,-5.13,-2.43273061264798,3.39129060475525,0.958559992107275
GL3_12_C_YA,YA_2017_C,56.91,-5.13,6,56.91,-5.13,0.567269387352035,6.39129060475525,6.95855999210728
GL4_5_C_YA,YA_2017_C,56.91,-5.13,6,56.91,-5.13,0.567269387352035,6.39129060475525,6.95855999210728
GL7_10_C_YA,YA_2017_C,56.91,-5.13,6,56.91,-5.13,0.567269387352035,6.39129060475525,6.95855999210728
GL8_19_C_YA,YA_2017_C,56.91,-5.13,6,56.91,-5.13,0.567269387352035,6.39129060475525,6.95855999210728
GT2_18_C_YA,YA_2017_C,57.05,-2.86,0,57.05,-2.86,-2.25484210934533,3.5691791080579,1.31433699871258
GT6_30_C_YA,YA_2017_C,57.05,-2.86,6,57.05,-2.86,0.745157890654678,6.5691791080579,7.31433699871257
GT7_12_C_YA,YA_2017_C,57.05,-2.86,6,57.05,-2.86,0.745157890654678,6.5691791080579,7.31433699871257
GT8_19_C_YA,YA_2017_C,57.05,-2.86,6,57.05,-2.86,0.745157890654678,6.5691791080579,7.31433699871257
RD1_23_C_YA,YA_2017_C,57.89,-4.98,6,57.89,-4.98,0.482874634840099,6.30689585224331,6.78977048708341
RD2_22_C_YA,YA_2017_C,57.89,-4.98,6,57.89,-4.98,0.482874634840099,6.30689585224331,6.78977048708341
RD3_4_C_YA,YA_2017_C,57.89,-4.98,6,57.89,-4.98,0.482874634840099,6.30689585224331,6.78977048708341
RD5_30_C_YA,YA_2017_C,57.89,-4.98,0,57.89,-4.98,-2.51712536515991,3.30689585224332,0.789770487083412
RD7_12_C_YA,YA_2017_C,57.89,-4.98,6,57.89,-4.98,0.482874634840099,6.30689585224331,6.78977048708341
RD9_18_C_YA,YA_2017_C,57.89,-4.98,6,57.89,-4.98,0.482874634840099,6.30689585224331,6.78977048708341
BE2_1_C_YA,YA_2018_C,57.63,-5.35,14,57.63,-5.35,1.00065305181625,7.18727097198111,8.18792402379736
BE3_20_C_YA,YA_2018_C,57.63,-5.35,14,57.63,-5.35,1.00065305181625,7.18727097198111,8.18792402379736
BE4_23_C_YA,YA_2018_C,57.63,-5.35,14,57.63,-5.35,1.00065305181625,7.18727097198111,8.18792402379736
BE5_19_C_YA,YA_2018_C,57.63,-5.35,14,57.63,-5.35,1.00065305181625,7.18727097198111,8.18792402379736
BE7_6_C_YA,YA_2018_C,57.63,-5.35,7,57.63,-5.35,-2.49934694818376,3.68727097198112,1.18792402379736
BE8_19_C_YA,YA_2018_C,57.63,-5.35,14,57.63,-5.35,1.00065305181625,7.18727097198111,8.18792402379736
BE9_21_C_YA,YA_2018_C,57.63,-5.35,7,57.63,-5.35,-2.49934694818376,3.68727097198112,1.18792402379736
GA10_27_C_YA,YA_2018_C,57.27,-4.92,7,57.27,-4.92,-1.35292598290299,4.8336919372619,3.48076595435891
GA3_27_C_YA,YA_2018_C,57.27,-4.92,11,57.27,-4.92,0.647074017097019,6.83369193726189,7.48076595435891
GA5_23_C_YA,YA_2018_C,57.27,-4.92,14,57.27,-4.92,2.14707401709702,8.33369193726189,10.4807659543589
GA6_27_C_YA,YA_2018_C,57.27,-4.92,14,57.27,-4.92,2.14707401709702,8.33369193726189,10.4807659543589
GA7_23_C_YA,YA_2018_C,57.27,-4.92,7,57.27,-4.92,-1.35292598290299,4.8336919372619,3.48076595435891
GA9_12_C_YA,YA_2018_C,57.27,-4.92,7,57.27,-4.92,-1.35292598290299,4.8336919372619,3.48076595435891
