Genotype,Envir,Latitude,Longitude,I,Lat,Lon,I_spats_residuals,I_spats_geno_pred_values,I_spats_adj_pheno
BE9_21_C_YA,YA_2016_C,57.63,-5.35,134,57.63,-5.35,-78.7272732201535,206.493554900366,127.766281680213
GA10_27_C_YA,YA_2016_C,57.27,-4.92,423,57.27,-4.92,54.07819850856,339.299026629079,393.377225137639
GA3_27_C_YA,YA_2016_C,57.27,-4.92,458,57.27,-4.92,71.57819850856,356.799026629079,428.377225137639
GA5_23_C_YA,YA_2016_C,57.27,-4.92,344,57.27,-4.92,14.5781985085599,299.799026629079,314.377225137639
GA6_27_C_YA,YA_2016_C,57.27,-4.92,325,57.27,-4.92,5.07819850855987,290.299026629079,295.377225137639
GA7_23_C_YA,YA_2016_C,57.27,-4.92,187,57.27,-4.92,-63.9218014914404,221.299026629079,157.377225137639
GA9_12_C_YA,YA_2016_C,57.27,-4.92,310,57.27,-4.92,-2.42180149144014,282.799026629079,280.377225137639
GL2_1_C_YA,YA_2016_C,56.91,-5.13,440,56.91,-5.13,69.2085413978634,354.429369518382,423.637910916245
GL3_12_C_YA,YA_2016_C,56.91,-5.13,282,56.91,-5.13,-9.79145860213686,275.429369518382,265.637910916245
GL4_5_C_YA,YA_2016_C,56.91,-5.13,183,56.91,-5.13,-59.2914586021372,225.929369518382,166.637910916245
GL7_10_C_YA,YA_2016_C,56.91,-5.13,255,56.91,-5.13,-23.2914586021369,261.929369518382,238.637910916245
GL8_19_C_YA,YA_2016_C,56.91,-5.13,257,56.91,-5.13,-22.2914586021369,262.929369518382,240.637910916245
GT2_18_C_YA,YA_2016_C,57.05,-2.86,418,57.05,-2.86,67.9050255831346,353.125853703654,421.030879286788
GT6_30_C_YA,YA_2016_C,57.05,-2.86,205,57.05,-2.86,-38.5949744168657,246.625853703654,208.030879286788
GT7_12_C_YA,YA_2016_C,57.05,-2.86,260,57.05,-2.86,-11.0949744168656,274.125853703654,263.030879286788
GT8_19_C_YA,YA_2016_C,57.05,-2.86,235,57.05,-2.86,-23.5949744168657,261.625853703654,238.030879286788
RD1_23_C_YA,YA_2016_C,57.89,-4.98,298,57.89,-4.98,21.4931520279961,306.713980148515,328.207132176511
RD2_22_C_YA,YA_2016_C,57.89,-4.98,135,57.89,-4.98,-60.0068479720044,225.213980148515,165.207132176511
RD3_4_C_YA,YA_2016_C,57.89,-4.98,125,57.89,-4.98,-65.0068479720044,220.213980148515,155.207132176511
RD5_30_C_YA,YA_2016_C,57.89,-4.98,300,57.89,-4.98,22.4931520279961,307.713980148515,330.207132176511
RD7_12_C_YA,YA_2016_C,57.89,-4.98,245,57.89,-4.98,-5.00684797200407,280.213980148515,275.207132176511
RD9_18_C_YA,YA_2016_C,57.89,-4.98,370,57.89,-4.98,57.4931520279962,342.713980148515,400.207132176511
BE2_1_C_YA,YA_2017_C,57.63,-5.35,328,57.63,-5.35,-15.4995873894503,322.772549798787,307.272962409337
BE3_20_C_YA,YA_2017_C,57.63,-5.35,490,57.63,-5.35,65.5004126105498,403.772549798787,469.272962409337
BE4_23_C_YA,YA_2017_C,57.63,-5.35,218,57.63,-5.35,-70.4995873894503,267.772549798787,197.272962409337
BE5_19_C_YA,YA_2017_C,57.63,-5.35,402,57.63,-5.35,21.5004126105498,359.772549798787,381.272962409337
BE7_6_C_YA,YA_2017_C,57.63,-5.35,389,57.63,-5.35,15.0004126105498,353.272549798787,368.272962409337
BE8_19_C_YA,YA_2017_C,57.63,-5.35,450,57.63,-5.35,45.5004126105498,383.772549798787,429.272962409337
BE9_21_C_YA,YA_2017_C,57.63,-5.35,236,57.63,-5.35,-61.4995873894503,276.772549798787,215.272962409337
GA10_27_C_YA,YA_2017_C,57.27,-4.92,391,57.27,-4.92,16.4262574925265,354.698394680764,371.12465217329
GA3_27_C_YA,YA_2017_C,57.27,-4.92,448,57.27,-4.92,44.9262574925265,383.198394680764,428.12465217329
GA5_23_C_YA,YA_2017_C,57.27,-4.92,428,57.27,-4.92,34.9262574925265,373.198394680764,408.12465217329
GA6_27_C_YA,YA_2017_C,57.27,-4.92,303,57.27,-4.92,-27.5737425074735,310.698394680764,283.12465217329
GA7_23_C_YA,YA_2017_C,57.27,-4.92,235,57.27,-4.92,-61.5737425074735,276.698394680764,215.12465217329
GA9_12_C_YA,YA_2017_C,57.27,-4.92,345,57.27,-4.92,-6.57374250747347,331.698394680764,325.12465217329
GL2_1_C_YA,YA_2017_C,56.91,-5.13,502,56.91,-5.13,66.4358117157971,404.707948904034,471.143760619831
GL3_12_C_YA,YA_2017_C,56.91,-5.13,274,56.91,-5.13,-47.564188284203,290.707948904034,243.143760619831
GL4_5_C_YA,YA_2017_C,56.91,-5.13,345,56.91,-5.13,-12.0641882842029,326.207948904034,314.143760619831
GL7_10_C_YA,YA_2017_C,56.91,-5.13,393,56.91,-5.13,11.9358117157971,350.207948904034,362.143760619831
GL8_19_C_YA,YA_2017_C,56.91,-5.13,331,56.91,-5.13,-19.0641882842029,319.207948904034,300.143760619831
GT2_18_C_YA,YA_2017_C,57.05,-2.86,370,57.05,-2.86,2.11550409798201,340.387641286219,342.503145384201
GT6_30_C_YA,YA_2017_C,57.05,-2.86,407,57.05,-2.86,20.615504097982,358.887641286219,379.503145384201
GT7_12_C_YA,YA_2017_C,57.05,-2.86,314,57.05,-2.86,-25.884495902018,312.387641286219,286.503145384201
GT8_19_C_YA,YA_2017_C,57.05,-2.86,372,57.05,-2.86,3.11550409798201,341.387641286219,344.503145384201
RD1_23_C_YA,YA_2017_C,57.89,-4.98,368,57.89,-4.98,14.3830819666866,352.655219154924,367.03830112161
RD2_22_C_YA,YA_2017_C,57.89,-4.98,271,57.89,-4.98,-34.1169180333134,304.155219154924,270.03830112161
RD3_4_C_YA,YA_2017_C,57.89,-4.98,203,57.89,-4.98,-68.1169180333135,270.155219154924,202.03830112161
RD5_30_C_YA,YA_2017_C,57.89,-4.98,370,57.89,-4.98,15.3830819666866,353.655219154924,369.03830112161
RD7_12_C_YA,YA_2017_C,57.89,-4.98,354,57.89,-4.98,7.38308196668663,345.655219154924,353.03830112161
RD9_18_C_YA,YA_2017_C,57.89,-4.98,469,57.89,-4.98,64.8830819666867,403.155219154924,468.03830112161
BE2_1_C_YA,YA_2018_C,57.63,-5.35,355,57.63,-5.35,-57.8623325585267,265.254209083734,207.391876525207
BE3_20_C_YA,YA_2018_C,57.63,-5.35,610,57.63,-5.35,69.637667441474,392.754209083734,462.391876525208
BE4_23_C_YA,YA_2018_C,57.63,-5.35,260,57.63,-5.35,-105.362332558527,217.754209083734,112.391876525207
BE5_19_C_YA,YA_2018_C,57.63,-5.35,560,57.63,-5.35,44.6376674414739,367.754209083734,412.391876525208
BE7_6_C_YA,YA_2018_C,57.63,-5.35,590,57.63,-5.35,59.637667441474,382.754209083734,442.391876525208
BE8_19_C_YA,YA_2018_C,57.63,-5.35,570,57.63,-5.35,49.6376674414739,372.754209083734,422.391876525208
BE9_21_C_YA,YA_2018_C,57.63,-5.35,350,57.63,-5.35,-60.3623325585267,262.754209083734,202.391876525207
GA10_27_C_YA,YA_2018_C,57.27,-4.92,480,57.27,-4.92,27.997892290265,351.114433932525,379.11232622279
GA3_27_C_YA,YA_2018_C,57.27,-4.92,480,57.27,-4.92,27.997892290265,351.114433932525,379.11232622279
GA5_23_C_YA,YA_2018_C,57.27,-4.92,490,57.27,-4.92,32.997892290265,356.114433932525,389.11232622279
GA6_27_C_YA,YA_2018_C,57.27,-4.92,390,57.27,-4.92,-17.002107709735,306.114433932525,289.11232622279
GA7_23_C_YA,YA_2018_C,57.27,-4.92,400,57.27,-4.92,-12.002107709735,311.114433932525,299.11232622279
GA9_12_C_YA,YA_2018_C,57.27,-4.92,290,57.27,-4.92,-67.0021077097349,256.114433932525,189.11232622279
GL2_1_C_YA,YA_2018_C,56.91,-5.13,460,56.91,-5.13,6.80734248762195,329.923884129882,336.731226617504
GL3_12_C_YA,YA_2018_C,56.91,-5.13,400,56.91,-5.13,-23.1926575123781,299.923884129882,276.731226617504
GL4_5_C_YA,YA_2018_C,56.91,-5.13,440,56.91,-5.13,-3.19265751237805,319.923884129882,316.731226617504
GL7_10_C_YA,YA_2018_C,56.91,-5.13,430,56.91,-5.13,-8.19265751237805,314.923884129882,306.731226617504
GL8_19_C_YA,YA_2018_C,56.91,-5.13,510,56.91,-5.13,31.807342487622,354.923884129882,386.731226617504
GT2_18_C_YA,YA_2018_C,57.05,-2.86,520,57.05,-2.86,39.4944368295631,362.610978471824,402.105415301387
GT6_30_C_YA,YA_2018_C,57.05,-2.86,370,57.05,-2.86,-35.5055631704367,287.610978471824,252.105415301387
GT7_12_C_YA,YA_2018_C,57.05,-2.86,420,57.05,-2.86,-10.5055631704369,312.610978471824,302.105415301387
GT8_19_C_YA,YA_2018_C,57.05,-2.86,455,57.05,-2.86,6.99443682956314,330.110978471824,337.105415301387
RD1_23_C_YA,YA_2018_C,57.89,-4.98,470,57.89,-4.98,42.0890857352667,365.205627377528,407.294713112794
RD2_22_C_YA,YA_2018_C,57.89,-4.98,250,57.89,-4.98,-67.9109142647332,255.205627377528,187.294713112794
RD3_4_C_YA,YA_2018_C,57.89,-4.98,260,57.89,-4.98,-62.9109142647332,260.205627377528,197.294713112794
RD5_30_C_YA,YA_2018_C,57.89,-4.98,470,57.89,-4.98,42.0890857352667,365.205627377528,407.294713112794
RD7_12_C_YA,YA_2018_C,57.89,-4.98,445,57.89,-4.98,29.5890857352667,352.705627377528,382.294713112794
RD9_18_C_YA,YA_2018_C,57.89,-4.98,425,57.89,-4.98,19.5890857352667,342.705627377528,362.294713112794
BE2_1_C_YA,YA_2019_C,57.63,-5.35,440,57.63,-5.35,-58.311211257072,495.807263267364,437.496052010292
BE3_20_C_YA,YA_2019_C,57.63,-5.35,636,57.63,-5.35,39.6887887429274,593.807263267364,633.496052010292
BE4_23_C_YA,YA_2019_C,57.63,-5.35,320,57.63,-5.35,-118.311211257072,435.807263267364,317.496052010292
BE5_19_C_YA,YA_2019_C,57.63,-5.35,710,57.63,-5.35,76.6887887429273,630.807263267364,707.496052010292
BE7_6_C_YA,YA_2019_C,57.63,-5.35,580,57.63,-5.35,11.6887887429275,565.807263267364,577.496052010292
BE8_19_C_YA,YA_2019_C,57.63,-5.35,691,57.63,-5.35,67.1887887429273,621.307263267365,688.496052010292
BE9_21_C_YA,YA_2019_C,57.63,-5.35,520,57.63,-5.35,-18.3112112570725,535.807263267364,517.496052010292
GA10_27_C_YA,YA_2019_C,57.27,-4.92,590,57.27,-4.92,-2.23906238221775,551.879412142216,549.640349759998
GA3_27_C_YA,YA_2019_C,57.27,-4.92,550,57.27,-4.92,-22.2390623822178,531.879412142216,509.640349759998
GA5_23_C_YA,YA_2019_C,57.27,-4.92,710,57.27,-4.92,57.760937617782,611.879412142216,669.640349759998
GA6_27_C_YA,YA_2019_C,57.27,-4.92,530,57.27,-4.92,-32.2390623822178,521.879412142216,489.640349759998
GA7_23_C_YA,YA_2019_C,57.27,-4.92,590,57.27,-4.92,-2.23906238221775,551.879412142216,549.640349759998
GA9_12_C_YA,YA_2019_C,57.27,-4.92,721,57.27,-4.92,63.260937617782,617.379412142216,680.640349759998
GL2_1_C_YA,YA_2019_C,56.91,-5.13,720,56.91,-5.13,64.8545922883,618.973066812735,683.827659101035
GL3_12_C_YA,YA_2019_C,56.91,-5.13,560,56.91,-5.13,-15.1454077116999,538.973066812735,523.827659101035
GL4_5_C_YA,YA_2019_C,56.91,-5.13,540,56.91,-5.13,-25.1454077116998,528.973066812735,503.827659101035
GL7_10_C_YA,YA_2019_C,56.91,-5.13,520,56.91,-5.13,-35.1454077116998,518.973066812735,483.827659101035
GL8_19_C_YA,YA_2019_C,56.91,-5.13,540,56.91,-5.13,-25.1454077116998,528.973066812735,503.827659101035
GT2_18_C_YA,YA_2019_C,57.05,-2.86,524,57.05,-2.86,5.4429209337211,559.561395458158,565.004316391879
GT6_30_C_YA,YA_2019_C,57.05,-2.86,510,57.05,-2.86,-1.55707906627856,552.561395458158,551.004316391879
GT7_12_C_YA,YA_2019_C,57.05,-2.86,510,57.05,-2.86,-1.55707906627856,552.561395458158,551.004316391879
GT8_19_C_YA,YA_2019_C,57.05,-2.86,500,57.05,-2.86,-6.55707906627788,547.561395458157,541.00431639188
RD1_23_C_YA,YA_2019_C,57.89,-4.98,520,57.89,-4.98,4.42803465279758,558.546509177232,562.97454383003
RD2_22_C_YA,YA_2019_C,57.89,-4.98,460,57.89,-4.98,-25.5719653472029,528.546509177232,502.974543830029
RD3_4_C_YA,YA_2019_C,57.89,-4.98,420,57.89,-4.98,-45.5719653472028,508.546509177232,462.974543830029
RD5_30_C_YA,YA_2019_C,57.89,-4.98,602,57.89,-4.98,45.4280346527975,599.546509177232,644.97454383003
RD7_12_C_YA,YA_2019_C,57.89,-4.98,460,57.89,-4.98,-25.5719653472029,528.546509177232,502.974543830029
RD9_18_C_YA,YA_2019_C,57.89,-4.98,560,57.89,-4.98,24.4280346527975,578.546509177232,602.97454383003
BE2_11_B_YA,YA_2020_B,57.63,-5.35,420,57.63,-5.35,-4.91788462174424,487.93545241077,483.017567789025
BE4_20_B_YA,YA_2020_B,57.63,-5.35,350,57.63,-5.35,-39.9178846217441,452.935452410769,413.017567789025
BE5_27_B_YA,YA_2020_B,57.63,-5.35,460,57.63,-5.35,15.0821153782557,507.93545241077,523.017567789025
BE7_12_B_YA,YA_2020_B,57.63,-5.35,410,57.63,-5.35,-9.91788462174418,482.93545241077,473.017567789025
BE8_4_B_YA,YA_2020_B,57.63,-5.35,510,57.63,-5.35,40.0821153782554,532.93545241077,573.017567789025
GA10_20_B_YA,YA_2020_B,57.27,-4.92,370,57.27,-4.92,-69.1486585473228,423.70467848519,354.556019937868
GA3_18_B_YA,YA_2020_B,57.27,-4.92,650,57.27,-4.92,70.8513414526758,563.704678485191,634.556019937867
GA5_30_B_YA,YA_2020_B,57.27,-4.92,360,57.27,-4.92,-74.1486585473228,418.704678485191,344.556019937868
GA6_25_B_YA,YA_2020_B,57.27,-4.92,710,57.27,-4.92,100.851341452676,593.704678485191,694.556019937867
GA7_10_B_YA,YA_2020_B,57.27,-4.92,610,57.27,-4.92,50.8513414526758,543.704678485191,594.556019937867
GL3_1_B_YA,YA_2020_B,56.91,-5.13,530,56.91,-5.13,-24.1245593811154,468.728777651398,444.604218270282
GL4_27_B_YA,YA_2020_B,56.91,-5.13,470,56.91,-5.13,-54.1245593811153,438.728777651398,384.604218270282
GL6_23_B_YA,YA_2020_B,56.91,-5.13,670,56.91,-5.13,45.8754406188841,538.728777651398,584.604218270282
GL7_14_B_YA,YA_2020_B,56.91,-5.13,620,56.91,-5.13,20.8754406188842,513.728777651398,534.604218270282
GL8_4_B_YA,YA_2020_B,56.91,-5.13,510,56.91,-5.13,-34.1245593811154,458.728777651398,424.604218270282
GT2_27_B_YA,YA_2020_B,57.05,-2.86,320,57.05,-2.86,-20.1331617172751,472.720175315239,452.587013597964
GT5_18_B_YA,YA_2020_B,57.05,-2.86,330,57.05,-2.86,-15.1331617172751,477.720175315239,462.587013597964
GT9_18_B_YA,YA_2020_B,57.05,-2.86,420,57.05,-2.86,29.8668382827245,522.720175315239,552.587013597963
RD10_11_B_YA,YA_2020_B,57.89,-4.98,430,57.89,-4.98,9.27099958053219,502.124336613046,511.395336193578
RD2_11_B_YA,YA_2020_B,57.89,-4.98,350,57.89,-4.98,-30.7290004194676,462.124336613046,431.395336193578
RD7_7_B_YA,YA_2020_B,57.89,-4.98,450,57.89,-4.98,19.2709995805321,512.124336613046,531.395336193579
RD8_11_B_YA,YA_2020_B,57.89,-4.98,370,57.89,-4.98,-20.7290004194676,472.124336613046,451.395336193579
RD9_4_B_YA,YA_2020_B,57.89,-4.98,400,57.89,-4.98,-5.7290004194677,487.124336613046,481.395336193579
BE2_11_B_YA,YA_2016_B,57.63,-5.35,213,57.63,-5.35,-71.5247433235434,116.36875885829,44.8440155347469
BE4_20_B_YA,YA_2016_B,57.63,-5.35,340,57.63,-5.35,-8.02474332354404,179.868758858291,171.844015534747
BE5_27_B_YA,YA_2016_B,57.63,-5.35,362,57.63,-5.35,2.97525667645584,190.868758858291,193.844015534747
BE7_12_B_YA,YA_2016_B,57.63,-5.35,462,57.63,-5.35,52.9752566764553,240.868758858292,293.844015534747
BE8_4_B_YA,YA_2016_B,57.63,-5.35,404,57.63,-5.35,23.9752566764556,211.868758858291,235.844015534747
GA10_20_B_YA,YA_2016_B,57.27,-4.92,215,57.27,-4.92,-42.2726447060351,145.620857475799,103.348212769764
GA3_18_B_YA,YA_2016_B,57.27,-4.92,330,57.27,-4.92,15.2273552939642,203.1208574758,218.348212769764
GA5_30_B_YA,YA_2016_B,57.27,-4.92,143,57.27,-4.92,-78.2726447060347,109.620857475799,31.348212769764
GA6_25_B_YA,YA_2016_B,57.27,-4.92,505,57.27,-4.92,102.727355293963,290.620857475801,393.348212769764
GA7_10_B_YA,YA_2016_B,57.27,-4.92,450,57.27,-4.92,75.2273552939635,263.1208574758,338.348212769764
GL3_1_B_YA,YA_2016_B,56.91,-5.13,345,56.91,-5.13,11.3375710897407,199.231073271576,210.568644361317
GL4_27_B_YA,YA_2016_B,56.91,-5.13,415,56.91,-5.13,46.3375710897404,234.231073271577,280.568644361317
GL6_23_B_YA,YA_2016_B,56.91,-5.13,198,56.91,-5.13,-62.1624289102584,125.731073271575,63.5686443613169
GL7_14_B_YA,YA_2016_B,56.91,-5.13,325,56.91,-5.13,1.33757108974083,189.231073271576,190.568644361317
GL8_4_B_YA,YA_2016_B,56.91,-5.13,245,56.91,-5.13,-38.6624289102587,149.231073271576,110.568644361317
GT2_27_B_YA,YA_2016_B,57.05,-2.86,285,57.05,-2.86,13.3505026069981,201.244004788834,214.594507395832
GT5_18_B_YA,YA_2016_B,57.05,-2.86,255,57.05,-2.86,-1.64949739300175,186.244004788834,184.594507395832
GT9_18_B_YA,YA_2016_B,57.05,-2.86,225,57.05,-2.86,-16.6494973930014,171.244004788833,154.594507395832
RD10_11_B_YA,YA_2016_B,57.89,-4.98,270,57.89,-4.98,-0.850484624364526,187.04301755747,186.192532933106
RD2_11_B_YA,YA_2016_B,57.89,-4.98,75,57.89,-4.98,-98.3504846243639,89.5430175574692,-8.80746706689475
RD7_7_B_YA,YA_2016_B,57.89,-4.98,408,57.89,-4.98,68.1495153756347,256.043017557471,324.192532933106
RD8_11_B_YA,YA_2016_B,57.89,-4.98,228,57.89,-4.98,-21.8504846243648,166.04301755747,144.192532933105
RD9_4_B_YA,YA_2016_B,57.89,-4.98,325,57.89,-4.98,26.6495153756352,214.543017557471,241.192532933106
BE2_11_B_YA,YA_2017_B,57.63,-5.35,187,57.63,-5.35,-115.968469566002,91.2341783746893,-24.7342911913131
BE4_20_B_YA,YA_2017_B,57.63,-5.35,430,57.63,-5.35,5.53153043399675,212.73417837469,218.265708808687
BE5_27_B_YA,YA_2017_B,57.63,-5.35,462,57.63,-5.35,21.5315304339966,228.73417837469,250.265708808687
BE7_12_B_YA,YA_2017_B,57.63,-5.35,485,57.63,-5.35,33.0315304339965,240.23417837469,273.265708808687
BE8_4_B_YA,YA_2017_B,57.63,-5.35,531,57.63,-5.35,56.0315304339963,263.234178374691,319.265708808687
GA10_20_B_YA,YA_2017_B,57.27,-4.92,290,57.27,-4.92,-24.6134461063442,182.589201834348,157.975755728004
GA3_18_B_YA,YA_2017_B,57.27,-4.92,373,57.27,-4.92,16.8865538936556,224.089201834349,240.975755728004
GA5_30_B_YA,YA_2017_B,57.27,-4.92,172,57.27,-4.92,-83.6134461063442,123.589201834348,39.9757557280038
GA6_25_B_YA,YA_2017_B,57.27,-4.92,362,57.27,-4.92,11.3865538936556,218.589201834349,229.975755728004
GA7_10_B_YA,YA_2017_B,57.27,-4.92,560,57.27,-4.92,110.386553893655,317.589201834349,427.975755728004
GL3_1_B_YA,YA_2017_B,56.91,-5.13,398,56.91,-5.13,21.0963771303158,228.29902507101,249.395402201325
GL4_27_B_YA,YA_2017_B,56.91,-5.13,331,56.91,-5.13,-12.403622869684,194.799025071009,182.395402201325
GL6_23_B_YA,YA_2017_B,56.91,-5.13,266,56.91,-5.13,-44.9036228696838,162.299025071009,117.395402201325
GL7_14_B_YA,YA_2017_B,56.91,-5.13,416,56.91,-5.13,30.0963771303157,237.29902507101,267.395402201325
GL8_4_B_YA,YA_2017_B,56.91,-5.13,333,56.91,-5.13,-11.403622869684,195.799025071009,184.395402201325
GT2_27_B_YA,YA_2017_B,57.05,-2.86,293,57.05,-2.86,-0.191093084515444,207.011554856178,206.820461771662
GT5_18_B_YA,YA_2017_B,57.05,-2.86,299,57.05,-2.86,2.80890691548456,210.011554856178,212.820461771662
GT9_18_B_YA,YA_2017_B,57.05,-2.86,284,57.05,-2.86,-4.69109308451539,202.511554856178,197.820461771662
RD10_11_B_YA,YA_2017_B,57.89,-4.98,310,57.89,-4.98,-6.29980560722811,200.902842333466,194.603036726238
RD2_11_B_YA,YA_2017_B,57.89,-4.98,208,57.89,-4.98,-57.2998056072278,149.902842333466,92.6030367262377
RD7_7_B_YA,YA_2017_B,57.89,-4.98,461,57.89,-4.98,69.2001943927713,276.402842333466,345.603036726238
RD8_11_B_YA,YA_2017_B,57.89,-4.98,275,57.89,-4.98,-23.799805607228,183.402842333466,159.603036726238
RD9_4_B_YA,YA_2017_B,57.89,-4.98,337,57.89,-4.98,7.20019439277178,214.402842333466,221.603036726238
BE2_11_B_YA,YA_2018_B,57.63,-5.35,360,57.63,-5.35,-49.9593767437136,238.840449392773,188.88107264906
BE4_20_B_YA,YA_2018_B,57.63,-5.35,510,57.63,-5.35,25.040623256286,313.840449392773,338.88107264906
BE5_27_B_YA,YA_2018_B,57.63,-5.35,580,57.63,-5.35,60.0406232562864,348.840449392774,408.88107264906
BE7_12_B_YA,YA_2018_B,57.63,-5.35,450,57.63,-5.35,-4.95937674371385,283.840449392773,278.88107264906
BE8_4_B_YA,YA_2018_B,57.63,-5.35,400,57.63,-5.35,-29.9593767437137,258.840449392773,228.88107264906
GA10_20_B_YA,YA_2018_B,57.27,-4.92,346,57.27,-4.92,-29.9581910742676,258.84163506222,228.883443987952
GA3_18_B_YA,YA_2018_B,57.27,-4.92,460,57.27,-4.92,27.0418089257322,315.84163506222,342.883443987952
GA5_30_B_YA,YA_2018_B,57.27,-4.92,275,57.27,-4.92,-65.4581910742674,223.34163506222,157.883443987952
GA6_25_B_YA,YA_2018_B,57.27,-4.92,547,57.27,-4.92,70.541808925732,359.34163506222,429.883443987952
GA7_10_B_YA,YA_2018_B,57.27,-4.92,480,57.27,-4.92,37.0418089257322,325.84163506222,362.883443987952
GL3_1_B_YA,YA_2018_B,56.91,-5.13,505,56.91,-5.13,34.9859939512534,323.785820087741,358.771814038994
GL4_27_B_YA,YA_2018_B,56.91,-5.13,285,56.91,-5.13,-75.0140060487462,213.785820087741,138.771814038994
GL6_23_B_YA,YA_2018_B,56.91,-5.13,445,56.91,-5.13,4.98599395125348,293.785820087741,298.771814038994
GL7_14_B_YA,YA_2018_B,56.91,-5.13,465,56.91,-5.13,14.9859939512535,303.785820087741,318.771814038994
GL8_4_B_YA,YA_2018_B,56.91,-5.13,430,56.91,-5.13,-2.51400604874641,286.285820087741,283.771814038994
GT2_27_B_YA,YA_2018_B,57.05,-2.86,315,57.05,-2.86,-10.0570588349344,278.742767301552,268.685708466618
GT5_18_B_YA,YA_2018_B,57.05,-2.86,325,57.05,-2.86,-5.05705883493448,283.742767301552,278.685708466618
GT9_18_B_YA,YA_2018_B,57.05,-2.86,360,57.05,-2.86,12.4429411650655,301.242767301552,313.685708466618
RD10_11_B_YA,YA_2018_B,57.89,-4.98,450,57.89,-4.98,38.1658091677091,326.965635304196,365.131444471905
RD2_11_B_YA,YA_2018_B,57.89,-4.98,70,57.89,-4.98,-151.83419083229,136.965635304195,-14.8685555280954
RD7_7_B_YA,YA_2018_B,57.89,-4.98,590,57.89,-4.98,108.165809167709,396.965635304196,505.131444471905
RD8_11_B_YA,YA_2018_B,57.89,-4.98,375,57.89,-4.98,0.665809167709256,289.465635304196,290.131444471905
RD9_4_B_YA,YA_2018_B,57.89,-4.98,355,57.89,-4.98,-9.33419083229069,279.465635304196,270.131444471905
BE2_11_B_YA,YA_2019_B,57.63,-5.35,350,57.63,-5.35,-102.339843906195,225.799492304791,123.459648398597
BE4_20_B_YA,YA_2019_B,57.63,-5.35,533,57.63,-5.35,-10.8398439061968,317.299492304793,306.459648398596
BE5_27_B_YA,YA_2019_B,57.63,-5.35,740,57.63,-5.35,92.6601560938017,420.799492304794,513.459648398596
BE7_12_B_YA,YA_2019_B,57.63,-5.35,600,57.63,-5.35,22.6601560938027,350.799492304793,373.459648398596
BE8_4_B_YA,YA_2019_B,57.63,-5.35,550,57.63,-5.35,-2.33984390619685,325.799492304793,323.459648398596
GA10_20_B_YA,YA_2019_B,57.27,-4.92,474,57.27,-4.92,-11.0913651908606,317.047971020129,305.956605829268
GA3_18_B_YA,YA_2019_B,57.27,-4.92,550,57.27,-4.92,26.9086348091375,355.047971020129,381.956605829267
GA5_30_B_YA,YA_2019_B,57.27,-4.92,250,57.27,-4.92,-123.091365190859,205.047971020127,81.9566058292682
GA6_25_B_YA,YA_2019_B,57.27,-4.92,588,57.27,-4.92,45.9086348091373,374.04797102013,419.956605829267
GA7_10_B_YA,YA_2019_B,57.27,-4.92,542,57.27,-4.92,22.9086348091375,351.047971020129,373.956605829267
GL3_1_B_YA,YA_2019_B,56.91,-5.13,560,56.91,-5.13,4.42740563096652,332.566741841957,336.994147472924
GL4_27_B_YA,YA_2019_B,56.91,-5.13,360,56.91,-5.13,-95.5725943690313,232.566741841956,136.994147472925
GL6_23_B_YA,YA_2019_B,56.91,-5.13,620,56.91,-5.13,34.4274056309661,362.566741841958,396.994147472924
GL7_14_B_YA,YA_2019_B,56.91,-5.13,630,56.91,-5.13,39.4274056309661,367.566741841958,406.994147472924
GL8_4_B_YA,YA_2019_B,56.91,-5.13,630,56.91,-5.13,39.4274056309661,367.566741841958,406.994147472924
GT2_27_B_YA,YA_2019_B,57.05,-2.86,480,57.05,-2.86,10.8733101500021,339.012646360992,349.885956510994
GT5_18_B_YA,YA_2019_B,57.05,-2.86,420,57.05,-2.86,-19.1266898499975,309.012646360992,289.885956510994
GT9_18_B_YA,YA_2019_B,57.05,-2.86,480,57.05,-2.86,10.8733101500021,339.012646360992,349.885956510994
RD10_11_B_YA,YA_2019_B,57.89,-4.98,472,57.89,-4.98,27.6798173761046,355.819153587095,383.498970963199
RD2_11_B_YA,YA_2019_B,57.89,-4.98,320,57.89,-4.98,-48.3201826238944,279.819153587094,231.498970963199
RD7_7_B_YA,YA_2019_B,57.89,-4.98,620,57.89,-4.98,101.679817376103,429.819153587096,531.498970963199
RD8_11_B_YA,YA_2019_B,57.89,-4.98,429,57.89,-4.98,6.17981737610478,334.319153587094,340.498970963199
RD9_4_B_YA,YA_2019_B,57.89,-4.98,270,57.89,-4.98,-73.3201826238942,254.819153587093,181.498970963199
BE5_1_A_YA,YA_2020_A,57.63,-5.35,510,57.63,-5.35,-7.46062579390673,403.353244822262,395.892619028356
BE9_30_A_YA,YA_2020_A,57.63,-5.35,540,57.63,-5.35,7.53937420609304,418.353244822263,425.892619028356
GA1_23_A_YA,YA_2020_A,57.27,-4.92,590,57.27,-4.92,40.8668984968027,451.680769112974,492.547667609777
GA3_15_A_YA,YA_2020_A,57.27,-4.92,510,57.27,-4.92,0.866898496804197,411.680769112973,412.547667609778
GA5_19_A_YA,YA_2020_A,57.27,-4.92,630,57.27,-4.92,60.8668984968025,471.680769112974,532.547667609777
