Genotype,Envir,Latitude,Longitude,T4,Lat,Lon,T4_spats_residuals,T4_spats_geno_pred_values,T4_spats_adj_pheno
BE4_10_A_GS,GS_2018_A,57.63,-5.35,37,57.63,-5.35,8.40531399060314,11.6059945880557,20.0113085786588
BE5_2_A_GS,GS_2018_A,57.63,-5.35,16,57.63,-5.35,-2.09468600939701,1.1059945880558,-0.988691421341204
BE7_29_A_GS,GS_2018_A,57.63,-5.35,9,57.63,-5.35,-5.59468600939706,-2.39400541194414,-7.9886914213412
GA1_6_A_GS,GS_2018_A,57.27,-4.92,16,57.27,-4.92,1.28224885069973,4.48292944815246,5.76517829885219
GA10_15_A_GS,GS_2018_A,57.27,-4.92,23,57.27,-4.92,4.78224885069979,7.98292944815241,12.7651782988522
GA6_15_A_GS,GS_2018_A,57.27,-4.92,16,57.27,-4.92,1.28224885069973,4.48292944815246,5.76517829885219
GA9_6_A_GS,GS_2018_A,57.27,-4.92,9,57.27,-4.92,-2.21775114930032,0.982929448152509,-1.23482170114781
GL1_26_A_GS,GS_2018_A,56.91,-5.13,9,56.91,-5.13,-2.42177433606206,0.778906261390779,-1.64286807467128
GL2_2_A_GS,GS_2018_A,56.91,-5.13,9,56.91,-5.13,-2.42177433606206,0.778906261390779,-1.64286807467128
GL4_10_A_GS,GS_2018_A,56.91,-5.13,16,56.91,-5.13,1.07822566393799,4.27890626139073,5.35713192532872
GL5_6_A_GS,GS_2018_A,56.91,-5.13,16,56.91,-5.13,1.07822566393799,4.27890626139073,5.35713192532872
GL6_2_A_GS,GS_2018_A,56.91,-5.13,9,56.91,-5.13,-2.42177433606206,0.778906261390779,-1.64286807467128
GL7_2_A_GS,GS_2018_A,56.91,-5.13,23,56.91,-5.13,4.57822566393806,7.77890626139068,12.3571319253287
GL8_29_A_GS,GS_2018_A,56.91,-5.13,9,56.91,-5.13,-2.42177433606206,0.778906261390779,-1.64286807467128
GT1_22_A_GS,GS_2018_A,57.05,-2.86,16,57.05,-2.86,2.03011585901778,5.23079645647048,7.26091231548826
GT5_6_A_GS,GS_2018_A,57.05,-2.86,9,57.05,-2.86,-1.46988414098227,1.73079645647053,0.260912315488262
GT7_5_A_GS,GS_2018_A,57.05,-2.86,16,57.05,-2.86,2.03011585901778,5.23079645647048,7.26091231548826
GT8_29_A_GS,GS_2018_A,57.05,-2.86,9,57.05,-2.86,-1.46988414098227,1.73079645647053,0.260912315488262
GT9_9_A_GS,GS_2018_A,57.05,-2.86,9,57.05,-2.86,-1.46988414098227,1.73079645647053,0.260912315488262
RD1_6_A_GS,GS_2018_A,57.89,-4.98,16,57.89,-4.98,1.71542523384637,4.91610583129908,6.63153106514544
RD5_5_A_GS,GS_2018_A,57.89,-4.98,9,57.89,-4.98,-1.78457476615369,1.41610583129913,-0.368468934854559
RD7_29_A_GS,GS_2018_A,57.89,-4.98,9,57.89,-4.98,-1.78457476615369,1.41610583129913,-0.368468934854559
BE10_6_A_GS,GS_2019_A,57.63,-5.35,14,57.63,-5.35,-0.00108988692760015,14.270283935513,14.2691940485854
BE2_26_A_GS,GS_2019_A,57.63,-5.35,14,57.63,-5.35,-0.00108988692760015,14.270283935513,14.2691940485854
BE5_2_A_GS,GS_2019_A,57.63,-5.35,14,57.63,-5.35,-0.00108988692760015,14.270283935513,14.2691940485854
BE7_29_A_GS,GS_2019_A,57.63,-5.35,14,57.63,-5.35,-0.00108988692760015,14.270283935513,14.2691940485854
GA1_6_A_GS,GS_2019_A,57.27,-4.92,14,57.27,-4.92,-0.21038896970251,14.0609848527381,13.8505958830356
GA10_15_A_GS,GS_2019_A,57.27,-4.92,14,57.27,-4.92,-0.21038896970251,14.0609848527381,13.8505958830356
GA6_15_A_GS,GS_2019_A,57.27,-4.92,14,57.27,-4.92,-0.21038896970251,14.0609848527381,13.8505958830356
GA9_6_A_GS,GS_2019_A,57.27,-4.92,14,57.27,-4.92,-0.21038896970251,14.0609848527381,13.8505958830356
GL1_26_A_GS,GS_2019_A,56.91,-5.13,14,56.91,-5.13,-0.430796063523259,13.8405777589174,13.4097816953941
GL2_2_A_GS,GS_2019_A,56.91,-5.13,14,56.91,-5.13,-0.430796063523259,13.8405777589174,13.4097816953941
GL4_10_A_GS,GS_2019_A,56.91,-5.13,14,56.91,-5.13,-0.430796063523259,13.8405777589174,13.4097816953941
GL5_6_A_GS,GS_2019_A,56.91,-5.13,14,56.91,-5.13,-0.430796063523259,13.8405777589174,13.4097816953941
GL6_2_A_GS,GS_2019_A,56.91,-5.13,14,56.91,-5.13,-0.430796063523259,13.8405777589174,13.4097816953941
GL7_2_A_GS,GS_2019_A,56.91,-5.13,21,56.91,-5.13,3.06920393647678,17.3405777589173,20.4097816953941
GL8_29_A_GS,GS_2019_A,56.91,-5.13,14,56.91,-5.13,-0.430796063523259,13.8405777589174,13.4097816953941
GT1_22_A_GS,GS_2019_A,57.05,-2.86,14,57.05,-2.86,0.0114664578656427,14.2828402803062,14.2943067381719
GT5_6_A_GS,GS_2019_A,57.05,-2.86,14,57.05,-2.86,0.0114664578656427,14.2828402803062,14.2943067381719
GT7_5_A_GS,GS_2019_A,57.05,-2.86,14,57.05,-2.86,0.0114664578656427,14.2828402803062,14.2943067381719
GT8_29_A_GS,GS_2019_A,57.05,-2.86,14,57.05,-2.86,0.0114664578656427,14.2828402803062,14.2943067381719
GT9_9_A_GS,GS_2019_A,57.05,-2.86,14,57.05,-2.86,0.0114664578656427,14.2828402803062,14.2943067381719
RD1_6_A_GS,GS_2019_A,57.89,-4.98,14,57.89,-4.98,0.10138519395101,14.3727590163916,14.4741442103426
RD5_5_A_GS,GS_2019_A,57.89,-4.98,14,57.89,-4.98,0.10138519395101,14.3727590163916,14.4741442103426
RD7_29_A_GS,GS_2019_A,57.89,-4.98,14,57.89,-4.98,0.10138519395101,14.3727590163916,14.4741442103426
BE2_3_C_GS,GS_2015_C,57.63,-5.35,14,57.63,-5.35,1.1706687499821,10.917636317034,12.0883050670161
BE3_10_C_GS,GS_2015_C,57.63,-5.35,0,57.63,-5.35,-5.82933125001784,3.91763631703398,-1.91169493298387
BE5_9_C_GS,GS_2015_C,57.63,-5.35,14,57.63,-5.35,1.1706687499821,10.917636317034,12.0883050670161
BE7_5_C_GS,GS_2015_C,57.63,-5.35,14,57.63,-5.35,1.1706687499821,10.917636317034,12.0883050670161
BE8_15_C_GS,GS_2015_C,57.63,-5.35,14,57.63,-5.35,1.1706687499821,10.917636317034,12.0883050670161
BE9_15_C_GS,GS_2015_C,57.63,-5.35,14,57.63,-5.35,1.1706687499821,10.917636317034,12.0883050670161
GA1_3_C_GS,GS_2015_C,57.27,-4.92,14,57.27,-4.92,1.62706224582507,11.374029812877,13.0010920587021
GA5_2_C_GS,GS_2015_C,57.27,-4.92,14,57.27,-4.92,1.62706224582507,11.374029812877,13.0010920587021
GA7_2_C_GS,GS_2015_C,57.27,-4.92,14,57.27,-4.92,1.62706224582507,11.374029812877,13.0010920587021
GA8_15_C_GS,GS_2015_C,57.27,-4.92,14,57.27,-4.92,1.62706224582507,11.374029812877,13.0010920587021
GA9_15_C_GS,GS_2015_C,57.27,-4.92,7,57.27,-4.92,-1.8729377541749,7.87402981287699,6.00109205870209
GL1_29_C_GS,GS_2015_C,56.91,-5.13,7,56.91,-5.13,-0.809748474478103,8.9372190925738,8.1274706180957
GL2_3_C_GS,GS_2015_C,56.91,-5.13,7,56.91,-5.13,-0.809748474478103,8.9372190925738,8.1274706180957
GL3_22_C_GS,GS_2015_C,56.91,-5.13,0,56.91,-5.13,-4.30974847447807,5.43721909257377,1.1274706180957
GL4_6_C_GS,GS_2015_C,56.91,-5.13,20,56.91,-5.13,5.69025152552184,15.4372190925739,21.1274706180957
GL5_5_C_GS,GS_2015_C,56.91,-5.13,14,56.91,-5.13,2.69025152552187,12.4372190925738,15.1274706180957
GL6_10_C_GS,GS_2015_C,56.91,-5.13,7,56.91,-5.13,-0.809748474478103,8.9372190925738,8.1274706180957
GL8_22_C_GS,GS_2015_C,56.91,-5.13,0,56.91,-5.13,-4.30974847447807,5.43721909257377,1.1274706180957
GT2_9_C_GS,GS_2015_C,57.05,-2.86,14,57.05,-2.86,0.61403538152579,10.3610029485777,10.9750383301035
GT3_10_C_GS,GS_2015_C,57.05,-2.86,20,57.05,-2.86,3.61403538152574,13.3610029485777,16.9750383301035
GT5_26_C_GS,GS_2015_C,57.05,-2.86,0,57.05,-2.86,-6.38596461847414,3.36100294857765,-3.02496166989649
GT6_5_C_GS,GS_2015_C,57.05,-2.86,14,57.05,-2.86,0.61403538152579,10.3610029485777,10.9750383301035
GT7_2_C_GS,GS_2015_C,57.05,-2.86,14,57.05,-2.86,0.61403538152579,10.3610029485777,10.9750383301035
GT9_29_C_GS,GS_2015_C,57.05,-2.86,14,57.05,-2.86,0.61403538152579,10.3610029485777,10.9750383301035
RD1_10_C_GS,GS_2015_C,57.89,-4.98,14,57.89,-4.98,1.76067190045275,11.5076394675047,13.2683113679575
RD10_6_C_GS,GS_2015_C,57.89,-4.98,7,57.89,-4.98,-1.73932809954722,8.00763946750469,6.26831136795747
RD2_2_C_GS,GS_2015_C,57.89,-4.98,0,57.89,-4.98,-5.23932809954718,4.50763946750466,-0.731688632042527
RD3_29_C_GS,GS_2015_C,57.89,-4.98,14,57.89,-4.98,1.76067190045275,11.5076394675047,13.2683113679575
RD5_10_C_GS,GS_2015_C,57.89,-4.98,14,57.89,-4.98,1.76067190045275,11.5076394675047,13.2683113679575
RD7_5_C_GS,GS_2015_C,57.89,-4.98,7,57.89,-4.98,-1.73932809954722,8.00763946750469,6.26831136795747
RD8_15_C_GS,GS_2015_C,57.89,-4.98,14,57.89,-4.98,1.76067190045275,11.5076394675047,13.2683113679575
BE2_3_C_GS,GS_2016_C,57.63,-5.35,9,57.63,-5.35,0.00126005361184767,8.39321033004534,8.39447038365719
BE3_10_C_GS,GS_2016_C,57.63,-5.35,9,57.63,-5.35,0.00126005361184767,8.39321033004534,8.39447038365719
BE5_9_C_GS,GS_2016_C,57.63,-5.35,9,57.63,-5.35,0.00126005361184767,8.39321033004534,8.39447038365719
BE7_5_C_GS,GS_2016_C,57.63,-5.35,9,57.63,-5.35,0.00126005361184767,8.39321033004534,8.39447038365719
BE8_15_C_GS,GS_2016_C,57.63,-5.35,9,57.63,-5.35,0.00126005361184767,8.39321033004534,8.39447038365719
BE9_15_C_GS,GS_2016_C,57.63,-5.35,9,57.63,-5.35,0.00126005361184767,8.39321033004534,8.39447038365719
GA1_3_C_GS,GS_2016_C,57.27,-4.92,9,57.27,-4.92,0.29188501062335,8.68383528705684,8.97572029768019
GA5_2_C_GS,GS_2016_C,57.27,-4.92,9,57.27,-4.92,0.29188501062335,8.68383528705684,8.97572029768019
GA7_2_C_GS,GS_2016_C,57.27,-4.92,9,57.27,-4.92,0.29188501062335,8.68383528705684,8.97572029768019
GA8_15_C_GS,GS_2016_C,57.27,-4.92,9,57.27,-4.92,0.29188501062335,8.68383528705684,8.97572029768019
GA9_15_C_GS,GS_2016_C,57.27,-4.92,9,57.27,-4.92,0.29188501062335,8.68383528705684,8.97572029768019
GL1_29_C_GS,GS_2016_C,56.91,-5.13,9,56.91,-5.13,0.522843770944959,8.91479404737845,9.43763781832341
GL2_3_C_GS,GS_2016_C,56.91,-5.13,9,56.91,-5.13,0.522843770944959,8.91479404737845,9.43763781832341
GL3_22_C_GS,GS_2016_C,56.91,-5.13,0,56.91,-5.13,-3.977156229055,4.41479404737841,0.437637818323413
GL4_6_C_GS,GS_2016_C,56.91,-5.13,9,56.91,-5.13,0.522843770944959,8.91479404737845,9.43763781832341
GL5_5_C_GS,GS_2016_C,56.91,-5.13,9,56.91,-5.13,0.522843770944959,8.91479404737845,9.43763781832341
GL6_10_C_GS,GS_2016_C,56.91,-5.13,9,56.91,-5.13,0.522843770944959,8.91479404737845,9.43763781832341
GL8_22_C_GS,GS_2016_C,56.91,-5.13,9,56.91,-5.13,0.522843770944959,8.91479404737845,9.43763781832341
GT2_9_C_GS,GS_2016_C,57.05,-2.86,9,57.05,-2.86,0.31676240372034,8.70871268015382,9.02547508387416
GT3_10_C_GS,GS_2016_C,57.05,-2.86,9,57.05,-2.86,0.31676240372034,8.70871268015382,9.02547508387416
GT5_26_C_GS,GS_2016_C,57.05,-2.86,5,57.05,-2.86,-1.68323759627965,6.7087126801538,5.02547508387415
GT6_5_C_GS,GS_2016_C,57.05,-2.86,9,57.05,-2.86,0.31676240372034,8.70871268015382,9.02547508387416
GT7_2_C_GS,GS_2016_C,57.05,-2.86,9,57.05,-2.86,0.31676240372034,8.70871268015382,9.02547508387416
GT9_29_C_GS,GS_2016_C,57.05,-2.86,9,57.05,-2.86,0.31676240372034,8.70871268015382,9.02547508387416
RD1_10_C_GS,GS_2016_C,57.89,-4.98,9,57.89,-4.98,-0.0753523133889011,8.31659796304457,8.24124564965567
RD10_6_C_GS,GS_2016_C,57.89,-4.98,9,57.89,-4.98,-0.0753523133889011,8.31659796304457,8.24124564965567
RD2_2_C_GS,GS_2016_C,57.89,-4.98,9,57.89,-4.98,-0.0753523133889011,8.31659796304457,8.24124564965567
RD3_29_C_GS,GS_2016_C,57.89,-4.98,9,57.89,-4.98,-0.0753523133889011,8.31659796304457,8.24124564965567
RD5_10_C_GS,GS_2016_C,57.89,-4.98,9,57.89,-4.98,-0.0753523133889011,8.31659796304457,8.24124564965567
RD7_5_C_GS,GS_2016_C,57.89,-4.98,9,57.89,-4.98,-0.0753523133889011,8.31659796304457,8.24124564965567
RD8_15_C_GS,GS_2016_C,57.89,-4.98,9,57.89,-4.98,-0.0753523133889011,8.31659796304457,8.24124564965567
BE2_3_C_GS,GS_2017_C,57.63,-5.35,15,57.63,-5.35,-0.996619030570081,11.5042630575863,10.5076440270162
BE3_10_C_GS,GS_2017_C,57.63,-5.35,8,57.63,-5.35,-4.49661903057005,8.00426305758627,3.50764402701622
BE5_9_C_GS,GS_2017_C,57.63,-5.35,15,57.63,-5.35,-0.996619030570081,11.5042630575863,10.5076440270162
BE7_5_C_GS,GS_2017_C,57.63,-5.35,29,57.63,-5.35,6.00338096942985,18.5042630575864,24.5076440270162
BE8_15_C_GS,GS_2017_C,57.63,-5.35,20,57.63,-5.35,1.50338096942988,14.0042630575863,15.5076440270162
BE9_15_C_GS,GS_2017_C,57.63,-5.35,15,57.63,-5.35,-0.996619030570081,11.5042630575863,10.5076440270162
GA1_3_C_GS,GS_2017_C,57.27,-4.92,19,57.27,-4.92,1.48318437313208,13.9840664612885,15.4672508344206
GA5_2_C_GS,GS_2017_C,57.27,-4.92,15,57.27,-4.92,-0.516815626867899,11.9840664612885,11.4672508344206
GA7_2_C_GS,GS_2017_C,57.27,-4.92,19,57.27,-4.92,1.48318437313208,13.9840664612885,15.4672508344206
GA8_15_C_GS,GS_2017_C,57.27,-4.92,20,57.27,-4.92,1.98318437313208,14.4840664612885,16.4672508344206
GA9_15_C_GS,GS_2017_C,57.27,-4.92,15,57.27,-4.92,-0.516815626867899,11.9840664612885,11.4672508344206
GL1_29_C_GS,GS_2017_C,56.91,-5.13,15,56.91,-5.13,1.17798073204269,13.6788628201991,14.8568435522418
GL2_3_C_GS,GS_2017_C,56.91,-5.13,8,56.91,-5.13,-2.32201926795727,10.1788628201991,7.85684355224181
GL3_22_C_GS,GS_2017_C,56.91,-5.13,8,56.91,-5.13,-2.32201926795727,10.1788628201991,7.85684355224181
GL4_6_C_GS,GS_2017_C,56.91,-5.13,15,56.91,-5.13,1.17798073204269,13.6788628201991,14.8568435522418
GL5_5_C_GS,GS_2017_C,56.91,-5.13,15,56.91,-5.13,1.17798073204269,13.6788628201991,14.8568435522418
GL6_10_C_GS,GS_2017_C,56.91,-5.13,15,56.91,-5.13,1.17798073204269,13.6788628201991,14.8568435522418
GL8_22_C_GS,GS_2017_C,56.91,-5.13,8,56.91,-5.13,-2.32201926795727,10.1788628201991,7.85684355224181
GT2_9_C_GS,GS_2017_C,57.05,-2.86,20,57.05,-2.86,2.1222036327709,14.6230857209274,16.7452893536983
GT3_10_C_GS,GS_2017_C,57.05,-2.86,19,57.05,-2.86,1.62220363277091,14.1230857209273,15.7452893536983
GT5_26_C_GS,GS_2017_C,57.05,-2.86,0,57.05,-2.86,-7.87779636722899,4.62308572092725,-3.25471064630174
GT6_5_C_GS,GS_2017_C,57.05,-2.86,20,57.05,-2.86,2.1222036327709,14.6230857209274,16.7452893536983
GT7_2_C_GS,GS_2017_C,57.05,-2.86,20,57.05,-2.86,2.1222036327709,14.6230857209274,16.7452893536983
GT9_29_C_GS,GS_2017_C,57.05,-2.86,15,57.05,-2.86,-0.377796367229056,12.1230857209273,11.7452893536983
RD1_10_C_GS,GS_2017_C,57.89,-4.98,20,57.89,-4.98,3.29781505669033,15.7986971448468,19.0965122015371
RD10_6_C_GS,GS_2017_C,57.89,-4.98,15,57.89,-4.98,0.797815056690352,13.2986971448468,14.0965122015371
RD2_2_C_GS,GS_2017_C,57.89,-4.98,0,57.89,-4.98,-6.70218494330956,5.79869714484669,-0.903487798462869
RD3_29_C_GS,GS_2017_C,57.89,-4.98,8,57.89,-4.98,-2.70218494330961,9.79869714484673,7.09651220153712
RD5_10_C_GS,GS_2017_C,57.89,-4.98,20,57.89,-4.98,3.29781505669033,15.7986971448468,19.0965122015371
RD7_5_C_GS,GS_2017_C,57.89,-4.98,8,57.89,-4.98,-2.70218494330961,9.79869714484673,7.09651220153712
RD8_15_C_GS,GS_2017_C,57.89,-4.98,20,57.89,-4.98,3.29781505669033,15.7986971448468,19.0965122015371
BE2_3_C_GS,GS_2018_C,57.63,-5.35,16,57.63,-5.35,0.00331593712435918,13.6109758365749,13.6142917736992
BE3_10_C_GS,GS_2018_C,57.63,-5.35,9,57.63,-5.35,-3.49668406287562,10.1109758365748,6.61429177369923
BE5_9_C_GS,GS_2018_C,57.63,-5.35,16,57.63,-5.35,0.00331593712435918,13.6109758365749,13.6142917736992
BE7_5_C_GS,GS_2018_C,57.63,-5.35,23,57.63,-5.35,3.50331593712433,17.1109758365749,20.6142917736992
BE8_15_C_GS,GS_2018_C,57.63,-5.35,16,57.63,-5.35,0.00331593712435918,13.6109758365749,13.6142917736992
